gene_id,pfam,length,sequence_id,strand,alignment_length,evalue,bit_score,identity,query_start,query_end,subject_start,subject_end,coverage,some_ratio,gaps,mismatches,q_len,s_len,frame,alignment_identity,score,category,description_1,description_2,description_3
Trypsin_2,PF13365.13,145,OM451117_NA_ZJ-F1_rabbit_2020,-,1096,1.8e-11,45.5,1.0,1,1,2.9e-14,4.6e-11,44.1,0.5,1,145,537,655,537,655,0.84,Trypsin-like,peptidase,domain,
Astro_1A,PF19415.4,244,OM451117_NA_ZJ-F1_rabbit_2020,-,1096,2e-09,38.0,4.0,1,1,2e-12,3.2e-09,37.3,4.0,41,229,297,492,273,510,0.77,Astrovirus,transmembrane,protein,1A
Astrovir_pp_1,PF12285.13,171,OM451117_NA_ZJ-F1_rabbit_2020,-,1096,2.3e-05,24.7,0.0,1,3,6.1,9.7e+03,-3.4,0.7,34,39,801,806,764,840,0.55,Astroviridae,polyprotein,1,
Astrovir_pp_1,PF12285.13,171,OM451117_NA_ZJ-F1_rabbit_2020,-,1096,2.3e-05,24.7,0.0,2,3,6,9.7e+03,-3.4,0.0,32,73,874,918,862,948,0.50,Astroviridae,polyprotein,1,
Astrovir_pp_1,PF12285.13,171,OM451117_NA_ZJ-F1_rabbit_2020,-,1096,2.3e-05,24.7,0.0,3,3,1.4e-08,2.3e-05,24.7,0.0,77,168,977,1080,963,1086,0.73,Astroviridae,polyprotein,1,
Peptidase_S32,PF05579.20,297,OM451117_NA_ZJ-F1_rabbit_2020,-,1096,0.00012,21.9,0.2,1,1,1.2e-07,0.00019,21.2,0.2,110,256,533,689,521,707,0.69,Equine,arteritis,virus,serine
Peptidase_C3,PF00548.27,166,OM451117_NA_ZJ-F1_rabbit_2020,-,1096,0.00046,20.7,0.5,1,1,7.1e-07,0.0011,19.4,0.5,126,165,620,660,597,661,0.84,3C,cysteine,protease,(picornain
HSBP1,PF06825.18,51,OM451117_NA_ZJ-F1_rabbit_2020,-,1096,0.014,15.7,0.6,1,1,2.5e-05,0.039,14.3,0.6,16,42,752,778,746,780,0.91,Heat,shock,factor,binding
TcpS,PF17456.8,155,OM451117_NA_ZJ-F1_rabbit_2020,-,1096,0.069,13.5,0.2,1,2,4.3e-05,0.069,13.5,0.2,39,83,680,724,673,748,0.92,Toxin-coregulated,pilus,protein,S
TcpS,PF17456.8,155,OM451117_NA_ZJ-F1_rabbit_2020,-,1096,0.069,13.5,0.2,2,2,6.1,9.8e+03,-3.3,1.7,52,98,792,841,770,856,0.51,Toxin-coregulated,pilus,protein,S
Peptidase_M32,PF02074.22,489,OM451117_NA_ZJ-F1_rabbit_2020,-,1096,0.21,10.6,5.6,1,1,0.00023,0.37,9.8,5.6,40,185,752,903,736,928,0.73,Carboxypeptidase,Taq,(M32),metallopeptidase
Peptidase_C37,PF05416.19,536,OM451117_NA_ZJ-F1_rabbit_2020,-,1096,0.21,10.6,3.1,1,1,0.00022,0.35,9.9,3.1,193,262,809,882,766,908,0.71,Southampton,virus-type,processing,peptidase
ING,PF12998.13,102,OM451117_NA_ZJ-F1_rabbit_2020,-,1096,0.22,12.6,5.5,1,1,0.00028,0.45,11.6,4.5,9,79,737,809,735,827,0.84,Inhibitor,of,growth,proteins
FAM184,PF15665.11,211,OM451117_NA_ZJ-F1_rabbit_2020,-,1096,0.72,10.0,16.7,1,2,0.00016,0.25,11.4,12.8,71,156,763,846,739,883,0.76,Family,with,sequence,similarity
FAM184,PF15665.11,211,OM451117_NA_ZJ-F1_rabbit_2020,-,1096,0.72,10.0,16.7,2,2,2.3,3.7e+03,-2.2,0.1,125,162,1009,1046,1002,1068,0.69,Family,with,sequence,similarity
RBD_LARS1,PF24810.2,75,OM451117_NA_ZJ-F1_rabbit_2020,-,1096,1.1,9.9,0.0,1,4,0.00068,1.1,9.9,0.0,4,51,239,286,237,288,0.94,Leucine--tRNA,"ligase,",RagD-binding,domain
RBD_LARS1,PF24810.2,75,OM451117_NA_ZJ-F1_rabbit_2020,-,1096,1.1,9.9,0.0,2,4,2.9,4.6e+03,-1.8,0.0,35,58,288,309,283,310,0.63,Leucine--tRNA,"ligase,",RagD-binding,domain
RBD_LARS1,PF24810.2,75,OM451117_NA_ZJ-F1_rabbit_2020,-,1096,1.1,9.9,0.0,3,4,2.3,3.7e+03,-1.4,0.0,39,63,504,528,499,533,0.75,Leucine--tRNA,"ligase,",RagD-binding,domain
RBD_LARS1,PF24810.2,75,OM451117_NA_ZJ-F1_rabbit_2020,-,1096,1.1,9.9,0.0,4,4,8.3,1.3e+04,-3.2,0.2,33,58,797,815,786,827,0.60,Leucine--tRNA,"ligase,",RagD-binding,domain
S6OS1,PF15676.11,557,OM451117_NA_ZJ-F1_rabbit_2020,-,1096,2,7.4,11.7,1,1,0.0021,3.3,6.7,11.7,164,285,750,868,742,898,0.80,Six6,opposite,strand,transcript
Exonuc_VII_L,PF02601.21,315,OM451117_NA_ZJ-F1_rabbit_2020,-,1096,2.6,7.9,9.1,1,1,0.0049,7.8,6.4,9.1,137,262,735,856,730,890,0.72,Exonuclease,"VII,",large,subunit
FapA,PF03961.20,272,OM451117_NA_ZJ-F1_rabbit_2020,-,1096,8.1,6.4,12.0,1,2,1.6,2.5e+03,-1.7,0.0,162,183,681,702,654,716,0.53,Flagellar,Assembly,Protein,A
FapA,PF03961.20,272,OM451117_NA_ZJ-F1_rabbit_2020,-,1096,8.1,6.4,12.0,2,2,0.0041,6.6,6.7,9.5,152,257,738,839,733,876,0.74,Flagellar,Assembly,Protein,A
Trypsin_2,PF13365.13,145,MZ291971_NA_G20-109_environment_2019_reverse,-,1197,4.9e-05,24.6,0.0,1,1,1.2e-08,0.00015,23.0,0.0,54,145,1088,1178,1019,1178,0.79,Trypsin-like,peptidase,domain,
PTX3_N,PF26206.1,100,MZ291971_NA_G20-109_environment_2019_reverse,-,1197,0.7,11.4,0.1,1,4,0.92,1.2e+04,-2.1,0.1,14,29,483,498,482,504,0.76,"PTX3-like,",N-terminal,domain,
PTX3_N,PF26206.1,100,MZ291971_NA_G20-109_environment_2019_reverse,-,1197,0.7,11.4,0.1,2,4,0.93,1.2e+04,-2.1,0.1,46,65,691,710,685,721,0.84,"PTX3-like,",N-terminal,domain,
PTX3_N,PF26206.1,100,MZ291971_NA_G20-109_environment_2019_reverse,-,1197,0.7,11.4,0.1,3,4,5.5e-05,0.7,11.4,0.1,7,32,735,760,733,771,0.89,"PTX3-like,",N-terminal,domain,
PTX3_N,PF26206.1,100,MZ291971_NA_G20-109_environment_2019_reverse,-,1197,0.7,11.4,0.1,4,4,0.82,1e+04,-2.0,0.0,41,58,885,902,867,910,0.83,"PTX3-like,",N-terminal,domain,
Astro_VPg,PF19416.5,104,MT579888_NA_FL18_Chelidonichthys-cuculus_2018,-,1155,0.00088,20.6,2.6,1,2,6.1e-07,0.0022,19.3,0.4,6,71,825,891,817,907,0.77,Astrovirus,VPg,protein,
Astro_VPg,PF19416.5,104,MT579888_NA_FL18_Chelidonichthys-cuculus_2018,-,1155,0.00088,20.6,2.6,2,2,0.73,2.7e+03,-0.2,0.1,42,68,963,989,937,998,0.67,Astrovirus,VPg,protein,
Trypsin_2,PF13365.13,145,MT579888_NA_FL18_Chelidonichthys-cuculus_2018,-,1155,0.0039,18.4,0.1,1,2,0.75,2.7e+03,-0.5,0.0,11,24,314,327,301,355,0.75,Trypsin-like,peptidase,domain,
Trypsin_2,PF13365.13,145,MT579888_NA_FL18_Chelidonichthys-cuculus_2018,-,1155,0.0039,18.4,0.1,2,2,9.7e-06,0.035,15.3,0.0,124,145,627,646,597,646,0.82,Trypsin-like,peptidase,domain,
Peptidase_S3,PF00944.26,159,MT579888_NA_FL18_Chelidonichthys-cuculus_2018,-,1155,0.01,16.1,0.0,1,2,1.1e-05,0.039,14.3,0.0,87,126,606,649,590,673,0.77,Alphavirus,core,protein,
Peptidase_S3,PF00944.26,159,MT579888_NA_FL18_Chelidonichthys-cuculus_2018,-,1155,0.01,16.1,0.0,2,2,1.8,6.5e+03,-2.7,0.0,15,58,993,1034,987,1041,0.80,Alphavirus,core,protein,
YmcF-like,PF23641.2,45,MT579888_NA_FL18_Chelidonichthys-cuculus_2018,-,1155,0.22,11.9,3.1,1,1,0.00017,0.61,10.5,3.1,7,30,1049,1072,1048,1078,0.96,YmcF-like,,,
DUF16,PF01519.23,104,MT579888_NA_FL18_Chelidonichthys-cuculus_2018,-,1155,1.6,9.7,5.6,1,2,1.7,6.1e+03,-1.8,0.1,31,54,793,816,780,835,0.57,Protein,of,unknown,function
DUF16,PF01519.23,104,MT579888_NA_FL18_Chelidonichthys-cuculus_2018,-,1155,1.6,9.7,5.6,2,2,0.00014,0.5,11.4,1.5,29,66,919,956,911,985,0.77,Protein,of,unknown,function
TSC22,PF01166.24,57,MT579888_NA_FL18_Chelidonichthys-cuculus_2018,-,1155,1.7,9.3,4.6,1,2,0.0041,15,6.3,0.4,18,43,114,139,109,144,0.84,TSC-22/dip/bun,family,,
TSC22,PF01166.24,57,MT579888_NA_FL18_Chelidonichthys-cuculus_2018,-,1155,1.7,9.3,4.6,2,2,0.034,1.2e+02,3.4,0.4,21,44,931,954,928,960,0.88,TSC-22/dip/bun,family,,
YabA,PF06156.19,103,MT579888_NA_FL18_Chelidonichthys-cuculus_2018,-,1155,9.4,7.4,6.8,1,3,0.0041,15,6.7,0.0,24,52,112,140,101,160,0.85,Initiation,control,protein,YabA
YabA,PF06156.19,103,MT579888_NA_FL18_Chelidonichthys-cuculus_2018,-,1155,9.4,7.4,6.8,2,3,0.53,1.9e+03,-0.1,0.2,10,43,784,817,777,839,0.77,Initiation,control,protein,YabA
YabA,PF06156.19,103,MT579888_NA_FL18_Chelidonichthys-cuculus_2018,-,1155,9.4,7.4,6.8,3,3,0.18,6.5e+02,1.5,0.8,9,32,925,948,918,981,0.61,Initiation,control,protein,YabA
Trypsin_2,PF13365.13,145,MT579872_NA_FL2_Helicolenus-barathri_2018,-,1034,0.02,16.1,0.0,1,1,5e-06,0.042,15.1,0.0,128,145,540,557,514,557,0.88,Trypsin-like,peptidase,domain,
Astro_VPg,PF19416.5,104,MT579872_NA_FL2_Helicolenus-barathri_2018,-,1034,0.03,15.7,0.7,1,1,1.3e-05,0.11,13.8,0.7,3,98,704,797,698,802,0.63,Astrovirus,VPg,protein,
YwiC,PF14256.12,126,MT579872_NA_FL2_Helicolenus-barathri_2018,-,1034,0.3,11.8,4.9,1,1,8.1e-05,0.69,10.7,4.9,6,93,256,364,255,381,0.68,YwiC-like,protein,,
Astro_VPg,PF19416.5,104,MT506231_NA_RoAstV-CHN-S3_Rattus-norvegicus_2016,-,900,2.4e-15,57.7,2.4,1,1,1.8e-18,5.8e-15,56.5,2.4,1,93,694,777,694,786,0.89,Astrovirus,VPg,protein,
Astro_1A,PF19415.4,244,MT506231_NA_RoAstV-CHN-S3_Rattus-norvegicus_2016,-,900,2.4e-10,41.0,11.1,1,2,7.5e-14,2.4e-10,41.0,11.1,73,228,261,416,221,430,0.93,Astrovirus,transmembrane,protein,1A
Astro_1A,PF19415.4,244,MT506231_NA_RoAstV-CHN-S3_Rattus-norvegicus_2016,-,900,2.4e-10,41.0,11.1,2,2,2,6.3e+03,-2.9,0.0,156,177,663,684,660,686,0.85,Astrovirus,transmembrane,protein,1A
Trypsin_2,PF13365.13,145,MT506231_NA_RoAstV-CHN-S3_Rattus-norvegicus_2016,-,900,3.4e-09,38.1,0.1,1,1,2.3e-12,7.4e-09,37.0,0.1,1,145,465,584,465,584,0.84,Trypsin-like,peptidase,domain,
Cep57_MT_bd,PF06657.19,77,MT506231_NA_RoAstV-CHN-S3_Rattus-norvegicus_2016,-,900,0.00012,23.0,0.6,1,2,8e-05,0.26,12.3,0.0,11,50,114,153,110,156,0.92,Centrosome,microtubule-binding,domain,of
Cep57_MT_bd,PF06657.19,77,MT506231_NA_RoAstV-CHN-S3_Rattus-norvegicus_2016,-,900,0.00012,23.0,0.6,2,2,0.0023,7.4,7.6,0.6,18,46,614,642,610,651,0.86,Centrosome,microtubule-binding,domain,of
Peptidase_S32,PF05579.20,297,MT506231_NA_RoAstV-CHN-S3_Rattus-norvegicus_2016,-,900,0.00014,21.6,0.8,1,1,9.1e-08,0.00029,20.6,0.8,125,239,472,600,448,605,0.67,Equine,arteritis,virus,serine
Peptidase_C3,PF00548.27,166,MT506231_NA_RoAstV-CHN-S3_Rattus-norvegicus_2016,-,900,0.0017,18.9,0.2,1,1,1e-06,0.0033,17.9,0.2,127,165,550,589,543,590,0.89,3C,cysteine,protease,(picornain
DUF4140,PF13600.12,99,MT506231_NA_RoAstV-CHN-S3_Rattus-norvegicus_2016,-,900,0.068,14.1,0.4,1,3,1.4,4.5e+03,-1.4,0.0,62,92,99,137,67,141,0.61,N-terminal,domain,of,unknown
DUF4140,PF13600.12,99,MT506231_NA_RoAstV-CHN-S3_Rattus-norvegicus_2016,-,900,0.068,14.1,0.4,2,3,0.00013,0.41,11.6,0.1,51,95,595,640,580,642,0.81,N-terminal,domain,of,unknown
DUF4140,PF13600.12,99,MT506231_NA_RoAstV-CHN-S3_Rattus-norvegicus_2016,-,900,0.068,14.1,0.4,3,3,7.6,2.4e+04,-3.7,0.0,70,85,677,692,665,698,0.55,N-terminal,domain,of,unknown
SlyX,PF04102.18,67,MT506231_NA_RoAstV-CHN-S3_Rattus-norvegicus_2016,-,900,2.3,9.4,5.0,1,3,4.8,1.5e+04,-2.8,0.0,21,45,115,139,114,147,0.68,SlyX,,,
SlyX,PF04102.18,67,MT506231_NA_RoAstV-CHN-S3_Rattus-norvegicus_2016,-,900,2.3,9.4,5.0,2,3,8,2.6e+04,-3.9,0.0,14,42,169,197,168,202,0.64,SlyX,,,
SlyX,PF04102.18,67,MT506231_NA_RoAstV-CHN-S3_Rattus-norvegicus_2016,-,900,2.3,9.4,5.0,3,3,0.0015,4.7,8.4,3.5,24,65,611,654,608,654,0.56,SlyX,,,
Astro_1A,PF19415.4,244,MK378501_NA_PoAstV-VIRES-GZ04-C9_Sus-scrofa_2017,-,434,2.7e-14,54.0,8.8,1,1,5.7e-18,4.9e-14,53.1,8.8,62,243,163,345,153,346,0.87,Astrovirus,transmembrane,protein,1A
PepSY_TM_like_2,PF16357.11,197,MK378501_NA_PoAstV-VIRES-GZ04-C9_Sus-scrofa_2017,-,434,0.0041,17.6,0.2,1,2,0.00022,1.8,9.0,0.0,138,169,58,89,12,129,0.78,Putative,PepSY_TM-like,,
PepSY_TM_like_2,PF16357.11,197,MK378501_NA_PoAstV-VIRES-GZ04-C9_Sus-scrofa_2017,-,434,0.0041,17.6,0.2,2,2,0.0018,15,5.9,0.1,14,47,244,277,234,301,0.82,Putative,PepSY_TM-like,,
Trypsin_2,PF13365.13,145,MK378501_NA_PoAstV-VIRES-GZ04-C9_Sus-scrofa_2017,-,434,0.065,14.5,0.0,1,2,2.3,2e+04,-3.3,0.0,44,86,8,52,2,63,0.59,Trypsin-like,peptidase,domain,
Trypsin_2,PF13365.13,145,MK378501_NA_PoAstV-VIRES-GZ04-C9_Sus-scrofa_2017,-,434,0.065,14.5,0.0,2,2,1.6e-05,0.14,13.4,0.0,1,61,377,426,377,434,0.87,Trypsin-like,peptidase,domain,
