"ID","Version","GenBank.title","Release.date","Organism.name","Virus.Lineage","Species","Family","Length","Submitters","Strain","Isolate_x","Geo.location","Country","Collection.date","Tissue.Specimen.Source","Host","Environmental","CDS.count","Artificial","UNVERIFIED","X1A","X1A.strand","X1B","X1B.strand","X2","X2.strand","class","clade_color","color"
"OM273309","OM273309.1","Goose astrovirus strain G548, partial sequence","18-APR-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Zhang,L., Fei,Z., Jiao,A. and Xu,M.","G548","","China: Shandong province",NA,"16-Jul-2021","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"OM273308","OM273308.1","Goose astrovirus strain G538, partial sequence","18-APR-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Zhang,L., Fei,Z., Jiao,A. and Xu,M.","G538","","China: Shandong province",NA,"30-Jun-2021","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"OM273307","OM273307.1","Goose astrovirus strain G529, partial sequence","18-APR-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Zhang,L., Fei,Z., Jiao,A. and Xu,M.","G529","","China: Shandong province",NA,"07-May-2021","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"OM273306","OM273306.1","Goose astrovirus strain G520, partial sequence","18-APR-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Zhang,L., Fei,Z., Jiao,A. and Xu,M.","G520","","China: Shandong province",NA,"26-Apr-2021","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"OM273305","OM273305.1","Goose astrovirus strain G519, partial sequence","18-APR-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Zhang,L., Fei,Z., Jiao,A. and Xu,M.","G519","","China: Shandong province",NA,"15-Apr-2021","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"OM273304","OM273304.1","Goose astrovirus strain G518, partial sequence","18-APR-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Zhang,L., Fei,Z., Jiao,A. and Xu,M.","G518","","China: Shandong province",NA,"10-Apr-2021","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"OM273303","OM273303.1","Goose astrovirus strain G516, partial sequence","18-APR-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Zhang,L., Fei,Z., Jiao,A. and Xu,M.","G516","","China: Shandong province",NA,"28-Mar-2021","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"OM273302","OM273302.1","Goose astrovirus strain G512, partial sequence","18-APR-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Zhang,L., Fei,Z., Jiao,A. and Xu,M.","G512","","China: Shandong province",NA,"12-Mar-2021","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MW217578","MW217578.1","Duck astrovirus 1 isolate DAstV-SDZZ, complete genome","25-JAN-2022","Duck astrovirus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A","Duck astrovirus GII.A","Astroviridae",7757,"Wei,F., Diao,Y. and Tang,Y.","","DAstV-SDZZ","China",NA,"2020","","Duck","No",3,"No","No","22-3745",1,"3735-5286",1,"5309-7505",1,"Aves",NA,NA
"OL762472","OL762472.1","Goose astrovirus 1 isolate JXYC, complete genome","19-JAN-2022","Goose astrovirus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7310,"Zhang,F., Li,H., Yang,Q., Kang,Z. and Wu,C.","","JXYC","China",NA,"","embryo","Goose","No",3,"No","No","22-3304",1,"3294-4839",1,"4868-6983",1,"Aves",NA,NA
"OL762471","OL762471.1","Goose astrovirus 1 isolate JXGZ, complete genome","19-JAN-2022","Goose astrovirus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7310,"Zhang,F., Li,H., Yang,Q., Kang,Z. and Wu,C.","","JXGZ","China",NA,"","embryo","Goose","No",3,"No","No","22-3304",1,"3294-4839",1,"4868-6983",1,"Aves",NA,NA
"MZ540211","MZ540211.1","Goose astrovirus strain JS2019/China, complete genome","12-JAN-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7176,"Zhai,H.","JS2019/China","","China",NA,"2019","intestinal","Goose","No",3,"No","No","169-3274",1,"3264-4815",1,"4833-6948",1,"Aves",NA,NA
"OL652659","OL652659.1","Duck astrovirus 1 isolate DAstV-SDWF, complete genome","10-JAN-2022","Duck astrovirus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A","Duck astrovirus GII.A","Astroviridae",7757,"Wei,F., Tang,Y. and Diao,Y.","","DAstV-SDWF","China",NA,"2021","","Duck","No",3,"No","No","22-3745",1,"3735-5286",1,"5309-7505",1,"Aves",NA,NA
"MZ150559","MZ150559.1","Avian nephritis virus isolate ANV/Chicken/CHN/2020/AH202017, complete genome","04-JAN-2022","Avian nephritis virus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6951,"Yin,L., Zhou,Q., Mai,K., Huang,J. and Zhou,Q.","","ANV/Chicken/CHN/2020/AH202017","China",NA,"2020","","Gallus gallus","No",3,"No","No","8-3056",1,"3043-4576",1,"4595-6635",1,"Aves","P",NA
"OK571391","OK571391.1","Goose astrovirus isolate ZJC14, complete genome","26-DEC-2021","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7297,"Zhu,Y., Wang,H., Ye,W., Hua,J., Chen,L., Ni,Z., Yun,T. and Zhang,C.","","ZJC14","China",NA,"10-Jun-2020","kidney","Gosling","No",3,"No","No","22-3304",1,"3294-4839",1,"4868-6983",1,"Aves",NA,NA
"OK571390","OK571390.1","Goose astrovirus isolate JRMS, complete genome","26-DEC-2021","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7177,"Wang,H., Zhu,Y., Ye,W., Hua,J., Chen,L., Ni,Z., Yun,T., Bao,E. and Zhang,C.","","JRMS","China",NA,"03-Dec-2020","kidney","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"OK571389","OK571389.1","Goose astrovirus isolate ZJLD, complete genome","26-DEC-2021","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7172,"Zhu,Y., Wang,H., Ye,W., Hua,W., Chen,L., Ni,Z., Yun,T. and Zhang,C.","","ZJLD","China",NA,"10-Jun-2020","kidney","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"MW353015","MW353015.1","Goose astrovirus isolate TZ03, complete genome","31-OCT-2021","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7262,"Wang,A., Zhang,S. and Zhu,S.","","TZ03","China",NA,"07-Aug-2019","","Goose","No",3,"No","No","22-3304",1,"3294-4839",1,"4868-6992",1,"Aves","B",NA
"KT946725","KT946725.1","Avian astrovirus isolate D10-5628/HK, complete genome","31-OCT-2021","Avian astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6875,"Tse,H., Chan,W.M. and Yuen,K.Y.","","D10-5628/HK","Hong Kong",NA,"","","Spotted dove","No",3,"No","No","14-3032",1,"3028-4552",1,"4570-6613",1,"Aves","P",NA
"KT946724","KT946724.1","Avian astrovirus isolate D11-440/HK, complete genome","31-OCT-2021","Avian astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6866,"Tse,H., Chan,W.M. and Yuen,K.Y.","","D11-440/HK","Hong Kong",NA,"","","Feral pigeon","No",3,"No","No","14-3029",1,"3025-4549",1,"4567-6604",1,"Aves","P",NA
"KT946723","KT946723.1","Avian astrovirus isolate D11-336.2/HK, complete genome","31-OCT-2021","Avian astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6896,"Tse,H., Chan,W.M. and Yuen,K.Y.","","D11-336.2/HK","Hong Kong",NA,"","","Spotted dove","No",3,"No","No","14-3032",1,"3028-4552",1,"4570-6601",1,"Aves","P",NA
"KT946722","KT946722.1","Avian astrovirus isolate D11-116/HK, complete genome","31-OCT-2021","Avian astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6900,"Tse,H., Chan,W.M. and Yuen,K.Y.","","D11-116/HK","Hong Kong",NA,"","","Spotted dove","No",3,"No","No","14-3032",1,"3028-4552",1,"4570-6604",1,"Aves","P",NA
"KT946720","KT946720.1","Avian astrovirus isolate D11-515/HK, complete genome","31-OCT-2021","Avian astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6718,"Tse,H., Chan,W.M. and Yuen,K.Y.","","D11-515/HK","Hong Kong",NA,"","","House crow","No",3,"No","No","26-2666",1,"2632-4198",1,"4154-6527",1,"Aves",NA,NA
"KT946719","KT946719.1","Avian astrovirus isolate D11-467/HK, complete genome","31-OCT-2021","Avian astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6699,"Tse,H., Chan,W.M. and Yuen,K.Y.","","D11-467/HK","Hong Kong",NA,"","","House crow","No",3,"No","No","22-2659",1,"2625-4212",1,"4153-6508",1,"Aves","G",NA
"KT946718","KT946718.1","Avian astrovirus isolate D11-139/HK, complete genome","31-OCT-2021","Avian astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6719,"Tse,H., Chan,W.M. and Yuen,K.Y.","","D11-139/HK","Hong Kong",NA,"","","House crow","No",3,"No","No","26-2666",1,"2632-4198",1,"4154-6527",1,"Aves","G",NA
"MZ576222","MZ576222.1","Goose astrovirus isolate JX01/China/2021, complete genome","30-OCT-2021","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7173,"Li,H.","","JX01/China/2021","China",NA,"2021-05-20","","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"MZ375139","MZ375139.1","MAG: Astroviridae sp. isolate 3PE-RDRP-2 ORF1a, ORF1b, and capsid protein genes, complete cds","18-OCT-2021","Astroviridae sp.","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",7312,"Lu,J., Shen,Q. and Zhang,W.","","3PE-RDRP-2","China",NA,"2020","feces","Phrynocephalus erythrurus","Yes",3,"No","No","109-3088",1,"3252-4605",1,"4626-6885",1,"Lepidosauria","R",NA
"MZ367612","MZ367612.1","Goose astrovirus isolate HNNY0620, complete genome","27-SEP-2021","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7166,"Chen,Q.","","HNNY0620","China",NA,"20-Jun-2020","kidney","Muscovy duck","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"MW826371","MW826371.1","Avastrovirus sp. isolate XZN01 genomic sequence","20-SEP-2021","Avastrovirus sp.","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6820,"Zhu,W., Huang,Y. and Yang,J.","","XZN01","China",NA,"Apr-2018","feces","bird","No",3,"No","No","2-2771",1,"2929-4438",1,"4274-6644",1,"Aves","G",NA
"MK746105","MK746105.2","Chicken astrovirus isolate AAstV/Chicken/CHN/2017/NJ1701, complete genome","30-AUG-2021","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7603,"Qian,K., Wu,Z., Qin,A. and Shao,H.","","AAstV/Chicken/CHN/2017/NJ1701","China",NA,"2017","","Gallus gallus","No",3,"No","No","69-3489",1,"3470-5030",1,"5054-7268",1,"Aves",NA,NA
"MW846319","MW846319.1","Chicken astrovirus isolate CAstV/Chicken/CHN/2020/GD202013, complete genome","24-AUG-2021","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7520,"Yin,L., Zhou,Q., Mai,K. and Zhou,Q.","","CAstV/Chicken/CHN/2020/GD202013","China",NA,"2020","","Gallus gallus","No",3,"No","No","21-3441",1,"3422-4982",1,"5006-7238",1,"Aves","B",NA
"MW684833","MW684833.1","MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_053_astro_2 ORF1ab and non-structural polyprotein genes, partial cds; and capsid protein gene, complete cds","20-JUL-2021","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6856,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.","","Chicken/NLD/2019/V_M_053_astro_2","Netherlands",NA,"2019","feces","Gallus gallus","Yes",3,"No","No","2-3026",1,"3022-4546",1,"4565-6602",1,"Aves","P",NA
"MW684832","MW684832.1","MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_048_astro_2 ORF1ab, non-structural polyprotein, and capsid protein genes, partial cds","20-JUL-2021","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6202,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.","","Chicken/NLD/2019/V_M_048_astro_2","Netherlands",NA,"2019","feces","Gallus gallus","Yes",3,"No","No","1-3013",1,"3009-4533",1,"4552-6202",1,"Aves",NA,NA
"MW684831","MW684831.1","MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_047_astro_4 non-structural polyprotein gene, partial cds; and RdRp and capsid protein genes, complete cds","20-JUL-2021","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7103,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.","","Chicken/NLD/2019/V_M_047_astro_4","Netherlands",NA,"2019","feces","Gallus gallus","Yes",3,"No","No","1-3205",1,"3186-4746",1,"4770-6987",1,"Aves",NA,NA
"MW684830","MW684830.1","MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_046_astro_12 non-structural polyprotein gene, partial cds; and RdRp and capsid protein genes, complete cds","20-JUL-2021","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7192,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.","","Chicken/NLD/2019/V_M_046_astro_12","Netherlands",NA,"2019","feces","Gallus gallus","Yes",3,"No","No","1-3205",1,"3186-4746",1,"4770-6987",1,"Aves","B",NA
"MW684829","MW684829.1","MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_041_astro_13 ORF1ab and non-structural polyprotein genes, partial cds; and capsid protein gene, complete cds","20-JUL-2021","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6830,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.","","Chicken/NLD/2019/V_M_041_astro_13","Netherlands",NA,"2019","feces","Gallus gallus","Yes",3,"No","No","0-3012",1,"3008-4532",1,"4551-6582",1,"Aves","P",NA
"MW684827","MW684827.1","MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_039_astro_3 ORF1ab and non-structural polyprotein genes, complete cds; and capsid protein gene, partial cds","20-JUL-2021","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6271,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.","","Chicken/NLD/2019/V_M_039_astro_3","Netherlands",NA,"2019","feces","Gallus gallus","Yes",3,"No","No","9-3042",1,"3038-4562",1,"4581-6271",1,"Aves",NA,NA
"MW684826","MW684826.1","MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_039_astro_2 ORF1ab, non-structural polyprotein, and capsid protein genes, complete cds","20-JUL-2021","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7008,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.","","Chicken/NLD/2019/V_M_039_astro_2","Netherlands",NA,"2019","feces","Gallus gallus","Yes",3,"No","No","196-3169",1,"3165-4689",1,"4708-6739",1,"Aves","P",NA
"MW684825","MW684825.1","MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_038_astro_6 ORF1ab and non-structural polyprotein genes, partial cds; and capsid protein gene, complete cds","20-JUL-2021","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6887,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.","","Chicken/NLD/2019/V_M_038_astro_6","Netherlands",NA,"2019","feces","Gallus gallus","Yes",3,"No","No","0-3051",1,"3047-4571",1,"4590-6597",1,"Aves","P",NA
"MW684824","MW684824.1","MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_038_astro_5 ORF1ab and non-structural polyprotein genes, partial cds; and capsid protein gene, complete cds","20-JUL-2021","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6884,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.","","Chicken/NLD/2019/V_M_038_astro_5","Netherlands",NA,"2019","feces","Gallus gallus","Yes",3,"No","No","2-3026",1,"3022-4546",1,"4565-6596",1,"Aves",NA,NA
"MW684823","MW684823.1","MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_038_astro_4 non-structural polyprotein gene, partial cds; RdRp gene, complete cds; and capsid protein gene, partial cds","20-JUL-2021","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6976,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.","","Chicken/NLD/2019/V_M_038_astro_4","Netherlands",NA,"2019","feces","Gallus gallus","Yes",3,"No","No","1-3403",1,"3384-4944",1,"4968-6976",1,"Aves",NA,NA
"MW684822","MW684822.1","MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_036_astro_4 ORF1ab and non-structural polyprotein genes, partial cds; and capsid protein gene, complete cds","20-JUL-2021","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6744,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.","","Chicken/NLD/2019/V_M_036_astro_4","Netherlands",NA,"2019","feces","Gallus gallus","Yes",3,"No","No","2-3014",1,"3010-4534",1,"4553-6560",1,"Aves","P",NA
"MW684821","MW684821.1","MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_034_astro_2 ORF1ab and non-structural polyprotein genes, partial cds; and capsid protein gene, complete cds","20-JUL-2021","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6738,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.","","Chicken/NLD/2019/V_M_034_astro_2","Netherlands",NA,"2019","feces","Gallus gallus","Yes",3,"No","No","1-3019",1,"3015-4539",1,"4558-6565",1,"Aves",NA,NA
"MW684820","MW684820.1","MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_033_astro_3 ORF1ab and non-structural polyprotein genes, partial cds; and capsid protein gene, complete cds","20-JUL-2021","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6769,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.","","Chicken/NLD/2019/V_M_033_astro_3","Netherlands",NA,"2019","feces","Gallus gallus","Yes",3,"No","No","2-3044",1,"3037-4564",1,"4583-6590",1,"Aves",NA,NA
"MW684819","MW684819.1","MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_030_astro_12 ORF1ab and non-structural polyprotein genes, partial cds; and capsid protein gene, complete cds","20-JUL-2021","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6778,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.","","Chicken/NLD/2019/V_M_030_astro_12","Netherlands",NA,"2019","feces","Gallus gallus","Yes",3,"No","No","0-3021",1,"3017-4541",1,"4560-6597",1,"Aves","P",NA
"MW684818","MW684818.1","MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_015_astro_2 ORF1ab and non-structural polyprotein genes, partial cds; and capsid protein gene, complete cds","20-JUL-2021","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6855,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.","","Chicken/NLD/2019/V_M_015_astro_2","Netherlands",NA,"2019","feces","Gallus gallus","Yes",3,"No","No","0-3018",1,"3014-4538",1,"4557-6594",1,"Aves","P",NA
"MW684817","MW684817.1","MAG: Chicken astrovirus isolate Environment/NLD/2019/VE_7_astro_14 non-structural polyprotein gene, partial cds; RdRp gene, complete cds; and capsid protein gene, partial cds","20-JUL-2021","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6606,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.","","Environment/NLD/2019/VE_7_astro_14","Netherlands",NA,"2019","dust","Gallus gallus","Yes",3,"No","No","2-3197",1,"3178-4738",1,"4762-6606",1,"Aves","B",NA
"MT708902","MT708902.1","Goose astrovirus isolate AAstV/Goose/CHN/2019/DY-19, complete genome","18-JUL-2021","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7175,"Lv,X., Hu,Z., Zhu,Y., Zhang,M., Zhang,C., Li,J., Gu,X. and Wang,G.","","AAstV/Goose/CHN/2019/DY-19","China",NA,"Sep-2019","","Anser anser","No",3,"No","No","10-3265",1,"3255-4806",1,"4824-6939",1,"Aves",NA,NA
"MT993596","MT993596.1","MAG: Carnarvon virus isolate MW10_1o non-structural polyprotein (ORF1ab) and structural protein (ORF2) genes, complete cds","14-JUL-2021","Carnarvon virus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",6928,"Wille,M., Shi,M., Hurt,A., Klaassen,M. and Holmes,E.","","MW10_1o","Australia",NA,"2015","Tasmania","Arenaria interpres (ruddy turnstone)","Yes",2,"No","No","22-3316",1,"3303-4833",1,"4854-6846",1,"Aves","P",NA
"MT993595","MT993595.1","MAG: Blencathra virus isolate MW09_1o non-structural polyprotein (ORF1ab) gene, partial cds; and structural protein (ORF2) gene, complete cds","14-JUL-2021","Blencathra virus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",7436,"Wille,M., Shi,M., Hurt,A., Klaassen,M. and Holmes,E.","","MW09_1o","Australia",NA,"2015","Tasmania","Arenaria interpres (ruddy turnstone)","Yes",2,"No","No","0-3417",1,"3362-4928",1,"4931-7187",1,"Aves",NA,NA
