Event#,Sequence,Designation, ConsensusConsensus,Parsimony O,Conflict,SubPhPr,TreeSubDist,OuCheck,TreeSubPhPr,TreePhPr,PhPr,TrpScore,dMax(VisRD),DistRank,O:E,SubDist,Parsimony I,SetDistT,SetDistP,O:E Dist,
 252,PP478075/NA/PL-pigeon-4a-2023/carrier-pigeon/2023,Recombinant, 13.7020657117751, 20, 10, 10, 0, 0, 0, 0, 4, 8, 6.56121583743424, .150537634408602, 4, 0, 20, 0, 0, 20,
 252,PP478076/NA/PL-pigeon-24-2023/carrier-pigeon/2023,MajorParent, 12.7050386284614, 10, 0, 5, 0, 10, 0, 0, 0, 4, 6.73455323342216, .516129032258065, 2, 2, 10, 5, 5, 15,
 252,PV793827/NA/AstroviridaeCranefe81/Leucogeranus-leucogeranus/2024,MinorParent, 3.59289565976352, 0, 10, 0, 0, 0, 0, 0, 8, 0, 6.7042309291436, 0, 0, 1, 0, 2.5, 0, 0,
 253,PP478075/NA/PL-pigeon-4a-2023/carrier-pigeon/2023,Recombinant, 12.5091790655643, 0, 1, 5, 10, 5, 8, 18, 4, 4, 7.36311039364223, .107758620689655, 4, 1, 0, 0, 0, 0,
 253,KT946724/NA/D11-440-HK/feral-pigeon/NA,MajorParent, 10.2172560063835, 0, 1, 10, 5, 5, 4, 14, 0, 8, 6.02430924968495, 0, 4, 0, 0, 2.5, 5, 20,
 253,PX237222/NA/pigeon-FSU1/pigeon/2025,MinorParent, 7.27356492805218, 0, 1, 0, 0, 5, 0, 0, 8, 0, 6.61258035667282, .21551724137931, 4, 2, 0, 5, 5, 20,
 254,EU143845/NA/NA/NA/NA,Recombinant, 17.8908981582704, 20, 10, 10, 10, 5, 8, 18, 8, 4, 7.13442865752218, .258620689655172, 4, 2, 20, 5, 5, 0,
 254,NC_005790/NA/NA/NA/NA,MajorParent, 8.97089326935281, 20, 10, 5, 5, 5, 0, 0, 4, 8, 6.33904309425252, .237068965517241, 4, 1, 20, 2.5, 0, 0,
 254,MN149395/NA/D390/Jinding-ducks/2013,MinorParent, 3.13820857237678, 0, 0, 0, 0, 5, 4, 14, 0, 0, 6.52652824822529, .581896551724138, 4, 0, 0, 0, 0, 0,
 255,EU143844/NA/NA/NA/NA,Recombinant, 15.3848576542183, 20, 1, 5, 0, 0, 0, 0, 4, 8, 6.89941847035317, 0, 4, 2, 20, 5, 5, 20,
 255,NC_005790/NA/NA/NA/NA,MajorParent, 1.41875750644603, 0, 1, 0, 0, 0, 0, 0, 0, 4, 6.61016559441664, .431034482758621, 0, 0, 0, 0, 0, 0,
 255,EU143846/NA/NA/NA/NA,MinorParent, 13.1963848393357, 20, 1, 10, 0, 10, 0, 0, 8, 0, 6.4904159352302, 0, 4, 1, 20, 2.5, 5, 15,
 256,OM100600/NA/AstV-JS01-Goose-0518-20/goose/2020,Recombinant, 13.5234418462164, 10, 0, 10, 10, 0, 8, 18, 8, 0, 6.79886035943808, 1.6989247311828, 0, 2, 10, 2.5, 0, 15,
 256,MN809622/NA/AstV-SDTA/duck/NA,MajorParent, 5.38316107792249, 0, 10, 5, 0, 10, 0, 0, 4, 4, 6.9251113279251, .236559139784946, 4, 1, 0, 5, 5, 0,
 256,OM100594/NA/AstV-HB03-Goose-0810-19/goose/2019,MinorParent, 11.0933970758611, 20, 0, 0, 5, 0, 4, 14, 0, 8, 6.27602831263682, 0, 0, 0, 20, 0, 0, 20,
 257,OM100590/NA/AstV-AH03-Goose-0422-19/goose/2019,Recombinant, 21.1078216664272, 10, 1, 10, 0, 10, 8, 18, 8, 4, 8.25200487744438, 2.55364806866953, 0, 1, 20, 0, 0, 15,
 257,OM273306/NA/NA/goose/2021,MajorParent, 8.89217833357276, 20, 1, 0, 10, 0, 4, 14, 4, 8, 4.45298495154595, 2.01716738197425, 4, 0, 10, 2.5, 0, 20,
 257,OM100600/NA/AstV-JS01-Goose-0518-20/goose/2020,MinorParent, 0, 0, 1, 5, 5, 0, 0, 0, 0, 0, 7.29501017100967, 0, 2, 2, 0, 5, 0, 0,
 258,PP871808/NA/astro-vt-90/Gallus-gallus/2015,Recombinant, 13.697957007833, 20, 1, 10, 10, 5, 8, 18, 8, 0, 6.77385503107172, .708154506437768, 0, 0, 20, 0, 0, 0,
 258,MW684824/NA/Chicken-NLD-2019-V-M-038-astro-5/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 10.2211047537017, 20, 1, 5, 0, 5, 0, 0, 4, 4, 7.28843420081272, 0, 0, 2, 20, 2.5, 0, 20,
 258,OM469234/NA/ANV-PB1-HI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MinorParent, 6.08093823846527, 0, 1, 0, 5, 5, 4, 14, 0, 8, 5.93771076811556, .236051502145923, 4, 1, 0, 5, 0, 15,
 259,PP871808/NA/astro-vt-90/Gallus-gallus/2015,Recombinant, 17.1039678980424, 20, 1, 5, 10, 5, 8, 14, 4, 8, 7.76368700591328, 0, 4, 0, 20, 0, 0, 20,
 259,MH453800/NA/AstV-Red-necked-Avocet-MW08-Interior/Red-necked-Avocet/2013,MajorParent, 6.22726418878977, 0, 1, 10, 5, 5, 4, 18, 8, 0, 6.2158258407003, .0214592274678112, 0, 1, 0, 2.5, 0, 0,
 259,MT585643/NA/VF14-92-A2/Gallus-gallus-broiler-chicken/NA,MinorParent, 6.66876791316784, 20, 1, 0, 0, 5, 0, 0, 0, 4, 6.02048715338642, 0, 2, 2, 10, 5, 0, 15,
 260,MT993583/NA/MW06-2o/Arenaria-interpres-(ruddy-turnstone)/2014,Recombinant, 19.4918924358652, 20, 1, 0, 0, 5, 0, 0, 0, 4, 7.01838049987411, .600858369098712, 4, 0, 20, 0, 0, 0,
 260,MH453800/NA/AstV-Red-necked-Avocet-MW08-Interior/Red-necked-Avocet/2013,MajorParent, 2.84510673014718, 0, 1, 0, 0, 5, 0, 0, 0, 0, 6.09591624757402, 0, 4, 0, 0, 0, 0, 0,
 260,MW684826/NA/Chicken-NLD-2019-V-M-039-astro-2/Gallus-gallus-domesticus-(broiler)/2019,MinorParent, 7.66300083398766, 0, 1, 0, 0, 5, 0, 0, 0, 8, 6.88570325255187, 0, 4, 0, 0, 0, 0, 0,
 261,MG661261/NA/NA/NA/2015,Recombinant, 12.3838621292574, 20, 10, 5, 0, 5, 0, 0, 4, 8, 5.84127175775663, .0431034482758621, 4, 2, 20, 2.5, 0, 0,
 261,OM100594/NA/AstV-HB03-Goose-0810-19/goose/2019,MajorParent, 8.1837357087231, 0, 0, 10, 0, 5, 0, 0, 8, 0, 8.97023721638405, .538793103448276, 4, 1, 0, 5, 0, 0,
 261,MG599910/NA/NA/Duttaphrynus-melanostictus/NA,MinorParent, 9.43240216201947, 20, 10, 0, 0, 5, 0, 0, 0, 8, 5.18849102585932, 0, 4, 0, 20, 0, 0, 0,
 262,MG661261/NA/NA/NA/2015,Recombinant, 16.9744309023831, 20, 1, 0, 0, 0, 0, 0, 0, 8, 7.72868704596682, 0, 2, 0, 20, 0, 0, 20,
 262,MG599910/NA/NA/Duttaphrynus-melanostictus/NA,MajorParent, 11.3178907415483, 20, 1, 0, 0, 0, 0, 0, 0, 4, 6.82986796837382, 0, 4, 0, 20, 0, 0, 15,
 262,EU143843/NA/NA/NA/NA,MinorParent, 1.70767835606856, 0, 1, 0, 0, 10, 0, 0, 0, 0, 5.44144498565936, 0, 0, 0, 0, 0, 0, 0,
 263,MG661261/NA/NA/NA/2015,Recombinant, 15.460916648801, 20, 1, 0, 0, 0, 0, 0, 0, 8, 7.74178042990012, 0, 2, 0, 20, 0, 0, 15,
 263,MG599910/NA/NA/Duttaphrynus-melanostictus/NA,MajorParent, 13.7869243865289, 20, 1, 0, 0, 10, 0, 0, 0, 4, 6.9680348519198, 0, 0, 0, 20, 0, 0, 20,
 263,MT993583/NA/MW06-2o/Arenaria-interpres-(ruddy-turnstone)/2014,MinorParent, .752158964670153, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5.29018471818008, 0, 4, 0, 0, 0, 0, 0,
 264,MT789785/NA/CAstV-CA-SK-Chicken-18-0942-18/chicken/2018,Recombinant, 12.038702860082, 20, 1, 5, 5, 5, 8, 18, 8, 0, 7.16058164643107, .774193548387097, 4, 1, 10, 0, 0, 0,
 264,MT789780/NA/CAstV-CA-AB-Chicken-15-1262c-15/chicken/2015,MajorParent, 11.7556674453798, 20, 1, 0, 10, 5, 4, 14, 0, 8, 6.02363503278834, .344086021505376, 4, 0, 20, 2.5, 0, 20,
 264,KX397575/NA/CC-CkAstV/chicken/NA,MinorParent, 6.20562969453817, 0, 1, 10, 0, 5, 0, 0, 4, 4, 6.81578332078059, .494623655913978, 0, 2, 0, 5, 0, 15,
 265,PP871798/NA/astro-vt-80/Sus-scrofa-(wild-boar)/2015,Recombinant, 14.7902501336365, 10, 10, 10, 0, 0, 0, 0, 8, 4, 9.19615114927381, 0, 0, 1, 10, 0, 0, 20,
 265,MN732558/NA/NA/Gallus-gallus-(broiler)/2018,MajorParent, 14.3448656640429, 20, 10, 10, 0, 10, 0, 0, 4, 8, 5.3658447107692, 5.11727078891258, 4, 2, 20, 0, 0, 15,
 265,MK096775/NA/PasAstV-3/Passeriformes/2016,MinorParent, .864884202320581, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.43800413995699, 0, 2, 0, 0, 0, 0, 0,
 266,MN732558/NA/NA/Gallus-gallus-(broiler)/2018,Recombinant, 16.3246890722741, 10, 1, 10, 0, 10, 0, 0, 8, 8, 7.35774191067946, 0, 4, 2, 10, 5, 5, 20,
 266,PP871798/NA/astro-vt-80/Sus-scrofa-(wild-boar)/2015,MajorParent, 13.6753109277259, 20, 1, 5, 0, 0, 0, 0, 4, 4, 7.55370809028171, 0, 0, 0, 20, 2.5, 0, 15,
 266,KT946724/NA/D11-440-HK/feral-pigeon/NA,MinorParent, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5.08854999903883, .406852248394004, 2, 1, 0, 0, 0, 0,
 267,EU143843/NA/NA/NA/NA,Recombinant, 17.41796705577, 20, 1, 10, 10, 0, 8, 18, 8, 4, 7.64614035882229, 0, 4, 2, 20, 2.5, 0, 15,
 267,OR907128/NA/NA/Duck/2023,MajorParent, 8.10635387282948, 0, 1, 5, 0, 10, 4, 14, 4, 8, 6.49436311172185, 0, 0, 1, 0, 5, 5, 20,
 267,ON382520/NA/GAstV-GD2102/goose/2021,MinorParent, 4.47567907140054, 20, 1, 0, 5, 0, 0, 0, 0, 0, 5.85949652945586, 0, 2, 0, 20, 0, 0, 0,
 268,MN149393/NA/D120/Jinding-ducks/2013,Recombinant, 17.7980360126535, 20, 1, 10, 0, 5, 0, 0, 8, 4, 7.45792147781894, 0, 4, 0, 20, 5, 0, 0,
 268,OR924090/NA/NA/Goose/2021,MajorParent, 3.7398605686504, 10, 1, 0, 0, 5, 0, 0, 0, 0, 6.00014249719993, .0643776824034335, 4, 2, 0, 0, 0, 0,
 268,OR907131/NA/NA/Goose/2023,MinorParent, 8.46210341869612, 0, 1, 5, 0, 5, 0, 0, 4, 8, 6.54193602498113, .171673819742489, 4, 1, 10, 2.5, 5, 0,
 269,OP484923/NA/NA/goose/2018,Recombinant, 10.952607936411, 20, 10, 5, 5, 5, 0, 0, 4, 8, 6.58918933781775, 0, 0, 0, 20, 2.5, 0, 15,
 269,OM100594/NA/AstV-HB03-Goose-0810-19/goose/2019,MajorParent, 8.69913000582759, 0, 10, 0, 0, 5, 4, 14, 0, 4, 7.34776454846609, .600858369098712, 2, 1, 0, 5, 5, 20,
 269,MN428643/NA/AHAU3/goose/2018,MinorParent, 10.3482620577615, 0, 0, 10, 10, 5, 8, 18, 8, 0, 6.06304611371616, .493562231759657, 4, 2, 10, 0, 0, 0,
 270,MN920667/NA/tom152ast2/NA/2018,Recombinant, 12.0376149587783, 20, 1, 0, 0, 5, 0, 0, 0, 8, 6.60186694544353, .294117647058824, 4, 0, 20, 0, 0, 0,
 270,MT137999/NA/coa196ast1/NA/2018,MajorParent, 12.0106909256717, 20, 1, 0, 0, 5, 0, 0, 0, 8, 6.45737463443793, 0, 4, 0, 20, 0, 5, 0,
 270,PV780437/NA/JX05/Anser-anser/2025,MinorParent, 5.95169411555004, 0, 1, 0, 0, 5, 0, 0, 0, 0, 6.94075842011853, 0, 4, 0, 0, 0, 0, 0,
 271,MN920667/NA/tom152ast2/NA/2018,Recombinant, 17.9137744876724, 20, 1, 0, 0, 5, 0, 0, 0, 8, 7.69126947726689, .127118644067797, 4, 0, 20, 0, 5, 0,
 271,MT137999/NA/coa196ast1/NA/2018,MajorParent, 1.87669228319259, 0, 1, 0, 0, 5, 0, 0, 0, 0, 6.07248447083631, 3.49576271186441, 4, 0, 0, 0, 0, 0,
 271,MH453800/NA/AstV-Red-necked-Avocet-MW08-Interior/Red-necked-Avocet/2013,MinorParent, 10.2095332291351, 20, 1, 0, 0, 5, 0, 0, 0, 4, 6.23624605189681, 0, 4, 0, 20, 0, 0, 0,
 272,MT138010/NA/prf037ast2/NA/2018,Recombinant, 16.5970319688612, 20, 1, 10, 5, 5, 4, 18, 8, 8, 7.56836003308098, .360169491525424, 4, 0, 20, 0, 0, 20,
 272,MT993583/NA/MW06-2o/Arenaria-interpres-(ruddy-turnstone)/2014,MajorParent, 9.60730461428872, 20, 1, 5, 10, 5, 0, 0, 4, 4, 6.70607270503537, .317796610169492, 4, 1, 20, 2.5, 5, 20,
 272,KT946722/NA/D11-116-HK/spotted-dove/NA,MinorParent, 3.7956634168501, 0, 1, 0, 0, 5, 8, 14, 0, 0, 5.72556726188365, 0, 4, 2, 0, 5, 5, 0,
 273,MZ375139/NA/3PE-RDRP-2/Phrynocephalus-erythrurus/2020,Recombinant, 10.7697197722632, 20, 1, 5, 0, 5, 0, 0, 8, 8, 5.86375843864206, .190677966101695, 4, 1, 20, 2.5, 5, 0,
 273,ON382520/NA/GAstV-GD2102/goose/2021,MajorParent, 8.61523937102942, 0, 1, 0, 10, 5, 8, 18, 0, 0, 8.28575851323779, 0, 4, 0, 0, 0, 0, 0,
 273,MG599917/NA/NA/Gekko-similignum/NA,MinorParent, 10.6150408567073, 20, 1, 10, 5, 5, 4, 14, 4, 4, 5.85048304812016, 0, 4, 2, 20, 5, 5, 0,
 274,OM937013/NA/NA/goose/2017,Recombinant, 22.3309073001934, 20, 0, 10, 10, 10, 8, 18, 8, 8, 9.04961968013488, .889830508474576, 0, 2, 20, 5, 0, 15,
 274,OM100594/NA/AstV-HB03-Goose-0810-19/goose/2019,MajorParent, 2.29024554647697, 0, 10, 0, 0, 0, 0, 0, 0, 4, 4.83745434134375, 0, 4, 1, 0, 2.5, 0, 20,
 274,MH052598/NA/NA/goose/2017,MinorParent, 5.37884715332966, 10, 5, 5, 5, 0, 4, 14, 4, 0, 6.11292597852137, 0, 2, 0, 20, 0, 0, 0,
 275,OK571391/NA/ZJC14/goslings/2020,Recombinant, 13.4156357103909, 0, 1, 0, 10, 0, 8, 18, 0, 8, 6.9430553256601, 0, 4, 0, 10, 2.5, 0, 20,
 275,OP169001/NA/AAstV-Chicken-CHN-2021-HA2101/chicken/2021,MajorParent, 3.87853635262723, 10, 1, 5, 0, 10, 0, 0, 4, 4, 6.3515021837368, .48728813559322, 0, 1, 0, 5, 5, 15,
 275,PV093018/NA/NA/Neogale-vison/2023,MinorParent, 12.7058279369818, 20, 1, 10, 5, 0, 4, 14, 8, 0, 6.7054424906031, 0, 2, 2, 20, 0, 0, 0,
 276,MW684818/NA/Chicken-NLD-2019-V-M-015-astro-2/Gallus-gallus-domesticus-(broiler)/2019,Recombinant, 19.5189707638359, 20, 1, 10, 10, 5, 8, 18, 8, 4, 7.94795013030431, 0, 4, 2, 20, 5, 5, 0,
 276,PP623814/NA/MP22-196/Mareca-falcata/2022,MajorParent, 2.43857085914226, 0, 1, 5, 0, 5, 0, 0, 4, 0, 5.73163766584697, 0, 4, 0, 0, 2.5, 0, 0,
 276,MW684829/NA/Chicken-NLD-2019-V-M-041-astro-13/Gallus-gallus-domesticus-(broiler)/2019,MinorParent, 8.0424583770218, 10, 1, 0, 5, 5, 4, 14, 0, 8, 6.32041220384873, 0, 4, 1, 10, 0, 0, 0,
 277,MT138007/NA/ltr178ast1/NA/2018,Recombinant, 14.0618646172471, 20, 1, 0, 0, 10, 0, 0, 0, 8, 5.90178114130438, .196936542669584, 4, 0, 20, 0, 0, 15,
 277,MT138005/NA/hwf041ast1/NA/2018,MajorParent, 10.8764071352397, 20, 1, 0, 0, 0, 0, 0, 0, 4, 6.4973968511861, .196936542669584, 0, 0, 20, 0, 0, 20,
 277,MN068023/NA/GTF-04/goose/2018,MinorParent, 5.0617282475132, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7.60082200750953, .853391684901532, 2, 0, 0, 0, 0, 0,
 278,MW684825/NA/Chicken-NLD-2019-V-M-038-astro-6/Gallus-gallus-domesticus-(broiler)/2019,Recombinant, 16.6460308727635, 20, 1, 10, 10, 5, 8, 18, 8, 0, 7.12800718399646, .285087719298246, 4, 2, 20, 2.5, 0, 0,
 278,OM469229/NA/ANV-PB23-SI7-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 1.51785247073021, 0, 1, 0, 0, 5, 0, 0, 0, 4, 6.10263208376555, .175438596491228, 4, 0, 0, 0, 0, 0,
 278,PP871786/NA/astro-vt-68/Gallus-gallus/2014,MinorParent, 11.8361166565063, 20, 1, 5, 5, 5, 4, 14, 4, 8, 6.76936073223799, 0, 4, 1, 20, 5, 0, 0,
 279,MN428644/NA/AHAU4/goose/2018,Recombinant, 13.36790461177, 20, 1, 10, 10, 0, 8, 18, 8, 0, 7.16603530435587, 0, 0, 0, 20, 0, 0, 0,
 279,MW505490/NA/NA/goose/2019,MajorParent, 8.14659809713281, 0, 1, 5, 0, 10, 0, 0, 4, 8, 7.3085614120147, .417582417582418, 4, 1, 0, 5, 5, 20,
 279,PV780437/NA/JX05/Anser-anser/2025,MinorParent, 8.48549729109723, 10, 1, 0, 5, 0, 4, 14, 0, 4, 5.52540328362943, .153846153846154, 0, 2, 10, 2.5, 0, 15,
 280,OM469234/NA/ANV-PB1-HI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,Recombinant, 17.7376168360296, 20, 10, 10, 0, 5, 0, 0, 8, 4, 7.96273763935154, 0, 4, 2, 20, 5, 0, 0,
 280,PP871798/NA/astro-vt-80/Sus-scrofa-(wild-boar)/2015,MajorParent, 6.73043358087191, 0, 0, 5, 0, 5, 0, 0, 4, 8, 6.1930346054376, .131868131868132, 4, 0, 10, 2.5, 5, 0,
 280,MW684829/NA/Chicken-NLD-2019-V-M-041-astro-13/Gallus-gallus-domesticus-(broiler)/2019,MinorParent, 5.53194958309854, 20, 10, 0, 0, 5, 0, 0, 0, 0, 5.84422775521086, .43956043956044, 4, 1, 0, 0, 0, 0,
 281,OM469235/NA/ANV-PB15-HI11-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,Recombinant, 17.6768513719785, 20, 10, 10, 0, 5, 0, 0, 8, 4, 7.51408596310783, 0, 4, 2, 20, 5, 0, 0,
 281,PP871798/NA/astro-vt-80/Sus-scrofa-(wild-boar)/2015,MajorParent, 6.74678339396089, 0, 0, 5, 0, 5, 0, 0, 4, 8, 6.31375072541122, .066079295154185, 4, 0, 10, 2.5, 5, 0,
 281,MW684829/NA/Chicken-NLD-2019-V-M-041-astro-13/Gallus-gallus-domesticus-(broiler)/2019,MinorParent, 5.57636523406063, 20, 10, 0, 0, 5, 0, 0, 0, 0, 6.17216331148095, .418502202643172, 4, 1, 0, 0, 0, 0,
 282,EU143850/NA/NA/NA/NA,Recombinant, 18.1346116030634, 20, 1, 10, 10, 0, 8, 18, 8, 4, 7.4470747329311, 0, 4, 2, 20, 2.5, 0, 20,
 282,OR907128/NA/NA/Duck/2023,MajorParent, 7.45903983868716, 0, 1, 5, 5, 10, 4, 14, 4, 8, 6.18467826588701, 0, 2, 1, 0, 5, 5, 15,
 282,ON382520/NA/GAstV-GD2102/goose/2021,MinorParent, 4.40634855824948, 20, 1, 0, 0, 0, 0, 0, 0, 0, 6.36824700118189, 0, 0, 0, 20, 0, 0, 0,
 283,MN307120/NA/AstV-HN03-Goose-0402-19/goose/2019,Recombinant, 20.3075048416302, 20, 10, 10, 5, 10, 8, 18, 8, 8, 10.2749265633622, .553097345132743, 2, 2, 20, 5, 0, 15,
 283,MW505490/NA/NA/goose/2019,MajorParent, 3.21611807797872, 0, 0, 5, 10, 0, 0, 0, 4, 0, 5.25165753047337, 0, 4, 1, 0, 0, 0, 0,
 283,MW505485/NA/NA/goose/2019,MinorParent, 6.47637708039103, 10, 5, 0, 0, 0, 4, 14, 0, 4, 4.47341590616447, 0, 0, 0, 10, 2.5, 0, 20,
 284,MN103532/NA/NA/goose/2018,Recombinant, 18.4781691969672, 20, 1, 10, 0, 5, 0, 0, 8, 4, 7.22043542750964, 1.17256637168142, 4, 0, 20, 2.5, 0, 0,
 284,OR906207/NA/HNxy2106/goose/2021,MajorParent, 4.34193901748246, 0, 1, 5, 0, 5, 0, 0, 4, 0, 6.42658146043085, 2.30088495575221, 4, 2, 0, 0, 0, 0,
 284,MW505490/NA/NA/goose/2019,MinorParent, 7.17989178555032, 10, 1, 0, 0, 5, 0, 0, 0, 8, 6.35298311205951, 0, 4, 1, 10, 5, 0, 0,
 285,MH052598/NA/NA/goose/2017,Recombinant, 16.1819046200841, 20, 10, 10, 10, 0, 8, 18, 8, 0, 7.57366512791259, 0, 4, 0, 20, 0, 0, 0,
 285,MW505490/NA/NA/goose/2019,MajorParent, 8.05046293012363, 0, 0, 0, 0, 10, 4, 14, 0, 8, 6.34752279184142, 0, 4, 1, 0, 5, 5, 20,
 285,OL982613/NA/XSSH/goose/2020,MinorParent, 5.76763244979226, 10, 0, 5, 5, 0, 0, 0, 4, 4, 6.07881208024598, 0, 4, 2, 10, 2.5, 0, 15,
 286,MK096773/NA/PasAstV-1/Passeriformes/NA,Recombinant, 10.7576112560466, 0, 1, 5, 0, 0, 4, 14, 8, 0, 6.79572610875651, .684326710816777, 4, 2, 0, 2.5, 0, 20,
 286,KT946719/NA/D11-467-HK/house-crow/NA,MajorParent, 8.69261522456772, 0, 1, 0, 10, 10, 0, 0, 0, 8, 6.49850646794306, .485651214128035, 0, 1, 0, 5, 5, 15,
 286,MT137991/NA/bbr144ast1/NA/2018,MinorParent, 10.5497735193857, 0, 1, 10, 5, 0, 8, 18, 4, 4, 6.70576742330043, .286975717439294, 4, 0, 0, 0, 0, 0,
 287,MN725026/NA/NA/chicken/2018,Recombinant, 12.4212367814059, 20, 1, 5, 10, 5, 8, 18, 4, 4, 6.17726474894183, .553097345132743, 0, 2, 20, 5, 0, 20,
 287,PV780436/NA/JX04/Anser-anser/2023,MajorParent, 5.65993344456958, 0, 1, 0, 5, 5, 0, 0, 0, 8, 7.62767332531498, 0, 2, 0, 0, 2.5, 0, 0,
 287,PV793828/NA/AstroviridaeGoosefe87/Anser-sp-/2024,MinorParent, 11.9188297740245, 20, 1, 10, 0, 5, 4, 14, 8, 0, 6.1950619257432, .0442477876106195, 4, 1, 20, 0, 0, 15,
 288,PV793828/NA/AstroviridaeGoosefe87/Anser-sp-/2024,Recombinant, 14.7617705056012, 20, 1, 10, 10, 5, 8, 18, 8, 0, 6.2287378509457, .0221238938053097, 4, 1, 20, 0, 0, 15,
 288,PV780436/NA/JX04/Anser-anser/2023,MajorParent, 5.29893001890135, 0, 1, 0, 5, 5, 0, 0, 0, 8, 7.58034270003926, 0, 2, 0, 0, 2.5, 0, 0,
 288,MN725025/NA/NA/chicken/2018,MinorParent, 9.93929947549749, 20, 1, 5, 0, 5, 4, 14, 4, 4, 6.19091944901504, .553097345132743, 0, 2, 20, 5, 0, 20,
 289,OM264911/NA/NA/goslings/2019,Recombinant, 13.6636308505591, 20, 1, 10, 10, 5, 8, 18, 8, 8, 4.71584706878983, 0, 4, 2, 20, 0, 0, 0,
 289,OM066893/NA/AAstV-Goose-CHN-2021-HR2105-2/goose/2021,MajorParent, 8.3610298570021, 0, 1, 0, 5, 5, 4, 14, 0, 0, 10.0615858912736, 0, 0, 0, 0, 5, 5, 20,
 289,FJ919226/NA/NA/duck/NA,MinorParent, 7.9753392924388, 20, 1, 5, 0, 5, 0, 0, 4, 4, 5.22256703993654, 0, 2, 1, 20, 2.5, 0, 15,
 290,PP478076/NA/PL-pigeon-24-2023/carrier-pigeon/2023,Recombinant, 18.454539638973, 0, 1, 10, 0, 10, 0, 0, 8, 0, 6.73633630317294, .886917960088692, 4, 2, 0, 0, 0, 20,
 290,KT946723/NA/D11-336-2-HK/spotted-dove/NA,MajorParent, 3.31739274805188, 0, 1, 0, 0, 0, 0, 0, 0, 8, 6.59174591584385, 0, 4, 1, 0, 0, 0, 0,
 290,KT946722/NA/D11-116-HK/spotted-dove/NA,MinorParent, 8.22806761297515, 0, 1, 0, 0, 0, 0, 0, 4, 8, 6.67191778098321, 0, 4, 0, 0, 0, 0, 15,
 291,OM066893/NA/AAstV-Goose-CHN-2021-HR2105-2/goose/2021,Recombinant, 10.934811099272, 0, 1, 0, 5, 5, 4, 14, 0, 0, 10.0629522947388, 0, 0, 0, 10, 5, 5, 20,
 291,OM200916/NA/NA/goslings/2019,MajorParent, 9.84714066360327, 0, 1, 10, 10, 5, 8, 18, 8, 8, 4.71195531529109, .0221729490022173, 4, 2, 0, 0, 0, 0,
 291,FJ919226/NA/NA/duck/NA,MinorParent, 9.21804823712471, 20, 1, 5, 0, 5, 0, 0, 4, 4, 5.22509238997014, 0, 0, 1, 20, 2.5, 0, 15,
 292,MN920672/NA/ytb090ast01/NA/2018,Recombinant, 14.845542839048, 20, 10, 0, 0, 0, 0, 0, 0, 8, 6.5681084622561, 0, 0, 0, 20, 0, 0, 15,
 292,MT137992/NA/bfb201ast01/NA/2018,MajorParent, 14.2800843803917, 10, 10, 0, 0, 10, 0, 0, 0, 4, 7.1565090950297, 3.54767184035477, 0, 0, 10, 0, 0, 20,
 292,PV793826/NA/AstroviridaeCranefe67/Leucogeranus-leucogeranus/2024,MinorParent, .874372780560365, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.2753824427142, 0, 4, 0, 0, 0, 0, 0,
 293,EU143849/NA/NA/NA/NA,Recombinant, 12.2377266122507, 0, 1, 5, 10, 5, 8, 18, 4, 4, 7.21068436330961, 0, 4, 2, 0, 5, 0, 0,
 293,PV793826/NA/AstroviridaeCranefe67/Leucogeranus-leucogeranus/2024,MajorParent, 6.25504834829153, 0, 1, 10, 0, 5, 4, 14, 8, 0, 5.64261825282046, .155555555555556, 4, 1, 0, 0, 0, 0,
 293,OR134523/NA/NA/Muscovy-duck/2022,MinorParent, 11.5072250394578, 20, 1, 0, 5, 5, 0, 0, 0, 8, 7.14669738386993, 0, 4, 0, 20, 2.5, 0, 0,
 294,KT946723/NA/D11-336-2-HK/spotted-dove/NA,Recombinant, 19.8324929685057, 20, 10, 0, 0, 10, 0, 0, 0, 8, 8.89445359213753, 0, 4, 0, 20, 0, 0, 15,
 294,KT946722/NA/D11-116-HK/spotted-dove/NA,MajorParent, 10.0627423529663, 10, 10, 0, 0, 0, 0, 0, 0, 4, 7.41409952957725, 4.89977728285078, 0, 0, 10, 0, 0, 20,
 294,MN307114/NA/AstV-HN01-Goose-0103-18/goose/2018,MinorParent, .104764678528062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.69144687828521, 0, 2, 0, 0, 0, 0, 0,
 295,MZ648231/NA/AAstV-Goose-CHN-2021-ZM/goose/2021,Recombinant, 15.840707686444, 10, 1, 10, 10, 0, 8, 18, 4, 4, 10.08701789057, 0, 2, 0, 10, 0, 0, 20,
