ID белка,Название семейства/белка,Описание предсказания,Источник предсказания,Вхождение из orf,ORF,id_prefix
MN033907_6,-,consensus disorder prediction,MobiDBLite,-,-,MN033907
MN033907_6,-,consensus disorder prediction,MobiDBLite,-,-,MN033907
MN033907_6,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,MN033907
MN033907_6,Reverse transcriptase/Diguanylate cyclase domain,-,Gene3D,-,-,MN033907
MN034197_7,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN034197
MN034197_7,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN034197
MN034197_7,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN034197
MN033177_4,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN033177
MN033177_4,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN033177
MN033177_4,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN033177
MN033177_4,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN033177
MN033177_4,"Peptidase S1, PA clan",Trypsin-like serine proteases,SUPERFAMILY,,1A,MN033177
MN033177_4,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN033177
MN033177_4,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN033177
MN033177_4,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN033177
MN033177_4,"Peptidase S1, PA clan, chymotrypsin-like fold",-,Gene3D,-,-,MN033177
MN033177_4,-,consensus disorder prediction,MobiDBLite,-,-,MN033177
MN033177_4,-,consensus disorder prediction,MobiDBLite,-,-,MN033177
MN033177_4,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN033177
MN033177_4,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN033177
MN033177_4,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN033177
MN033177_4,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN033177
MN033177_4,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN033177
MN033177_4,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN033177
MN033177_4,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN033177
MN033177_4,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,MN033177
MN033177_4,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,MN033177
MN033177_4,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN033177
MN033177_12,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN033177
MN033177_12,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN033177
MN033177_12,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN033177
MN033177_12,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN033177
MN034197_1,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN034197
MN034197_1,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN034197
MN034197_1,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN034197
MN034197_1,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN034197
HUANSSPS_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS
HUANSSPS_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HUANSSPS
HUANSSPS_6,Mamastrovirus p20 protein,Astroviridae polyprotein 1,Pfam,-,-,HUANSSPS
HUANSSPS_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS
HUANSSPS_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS
HUANSSPS_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HUANSSPS
HUANSSPS_6,-,consensus disorder prediction,MobiDBLite,-,-,HUANSSPS
HUANSSPS_6,-,consensus disorder prediction,MobiDBLite,-,-,HUANSSPS
HUANSSPS_6,-,consensus disorder prediction,MobiDBLite,-,-,HUANSSPS
HUANSSPS_6,-,consensus disorder prediction,MobiDBLite,-,-,HUANSSPS
HUANSSPS_6,"Peptidase S1, PA clan",Trypsin-like serine proteases,SUPERFAMILY,,1A,HUANSSPS
HUANSSPS_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS
HUANSSPS_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS
HUANSSPS_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS
HUANSSPS_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS
HUANSSPS_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS
HUANSSPS_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS
HUANSSPS_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HUANSSPS
HUANSSPS_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS
HUANSSPS_6,-,Trypsin-like peptidase domain,Pfam,,1A,HUANSSPS
HUANSSPS_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS
HUANSSPS_6,"Peptidase S1, PA clan, chymotrypsin-like fold",-,Gene3D,-,-,HUANSSPS
HUANSSPS_6,-,Coil,Coils,-,-,HUANSSPS
HUANSSPS_6,Astrovirus transmembrane protein 1A,Astrovirus transmembrane protein 1A,Pfam,,1A,HUANSSPS
HUANSSPS_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS
HUANSSPS_6,"Peptidase S1, PA clan, chymotrypsin-like fold",-,Gene3D,-,-,HUANSSPS
HUANSSPS_6,-,Coil,Coils,-,-,HUANSSPS
HUANSSPS_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS
HUANSSPS_6,Astrovirus VPg protein,Astrovirus VPg protein,Pfam,,1A,HUANSSPS
HUANSSPS_6,Astrovirus p19 protein,Astrovirus p19 protein,Pfam,-,-,HUANSSPS
HV511037_6,"Peptidase S1, PA clan, chymotrypsin-like fold",-,Gene3D,-,-,HV511037
HV511037_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037
HV511037_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037
HV511037_6,-,Coil,Coils,-,-,HV511037
HV511037_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037
HV511037_6,-,consensus disorder prediction,MobiDBLite,-,-,HV511037
HV511037_6,-,consensus disorder prediction,MobiDBLite,-,-,HV511037
HV511037_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037
HV511037_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037
HV511037_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037
HV511037_6,"Peptidase S1, PA clan, chymotrypsin-like fold",-,Gene3D,-,-,HV511037
HV511037_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037
HV511037_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037
HV511037_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037
HV511037_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037
HV511037_6,Astrovirus VPg protein,Astrovirus VPg protein,Pfam,,1A,HV511037
HV511037_6,"Peptidase S1, PA clan",Trypsin-like serine proteases,SUPERFAMILY,,1A,HV511037
HV511037_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037
HV511037_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037
HV511037_6,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037
HV511037_6,-,Coil,Coils,-,-,HV511037
HV511037_6,-,Coil,Coils,-,-,HV511037
HV511037_6,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037
HUANSSPS_14,Turkey astrovirus capsid protein,Turkey astrovirus capsid protein,Pfam,-,-,HUANSSPS
HUANSSPS_14,-,consensus disorder prediction,MobiDBLite,-,-,HUANSSPS
HUANSSPS_14,-,consensus disorder prediction,MobiDBLite,-,-,HUANSSPS
HUANSSPS_14,-,consensus disorder prediction,MobiDBLite,-,-,HUANSSPS
HUANSSPS_14,-,consensus disorder prediction,MobiDBLite,-,-,HUANSSPS
HUANSSPS_14,Viral coat protein subunit,-,Gene3D,-,-,HUANSSPS
HUANSSPS_14,"Astrovirus capsid protein, inner core domain",Astrovirus capsid protein nucleoplasmin-like domain,Pfam,,2,HUANSSPS
HUANSSPS_14,-,Capsid polyprotein VP90,FunFam,-,-,HUANSSPS
HV511037_13,-,N-terminal region of a signal peptide.,Phobius,-,-,HV511037
HV511037_13,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037
HV511037_13,-,Signal peptide region,Phobius,-,-,HV511037
HV511037_13,-,Hydrophobic region of a signal peptide.,Phobius,-,-,HV511037
HV511037_13,-,C-terminal region of a signal peptide.,Phobius,-,-,HV511037
HV511037_13,-,SignalP-noTM,SignalP_EUK,-,-,HV511037
HV511037_25,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037
HV511037_25,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037
HV511037_25,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037
HV511037_28,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037
HV511037_28,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037
HV511037_28,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037
HV511037_28,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037
HV511037_23,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037
HV511037_23,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037
HV511037_23,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037
HV511037_23,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037
HV511037_23,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037
HV511037_23,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037
HV511037_23,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037
HV511037_23,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037
HV511037_23,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037
HV511037_23,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037
HV511037_23,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037
HUANSSPS_34,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS
HUANSSPS_34,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HUANSSPS
HUANSSPS_34,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS
HUANSSPS_34,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS
HUANSSPS_34,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HUANSSPS
HUANSSPS_34,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS
HUANSSPS_34,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS
HUANSSPS_34,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS
HUANSSPS_34,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS
HUANSSPS_34,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS
HV511037_38,-,consensus disorder prediction,MobiDBLite,-,-,HV511037
MN032977_58,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN032977
MN032977_58,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977
MN032977_58,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN032977
MN032977_58,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN032977
HV511037_4,-,consensus disorder prediction,MobiDBLite,-,-,HV511037
HV511037_4,-,consensus disorder prediction,MobiDBLite,-,-,HV511037
HV511037_4,-,consensus disorder prediction,MobiDBLite,-,-,HV511037
HUANSSPS_20,-,SignalP-TM,SignalP_GRAM_POSITIVE,-,-,HUANSSPS
HUANSSPS_20,-,consensus disorder prediction,MobiDBLite,-,-,HUANSSPS
HUANSSPS_20,-,consensus disorder prediction,MobiDBLite,-,-,HUANSSPS
HUANSSPS_40,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS
HUANSSPS_22,-,C-terminal region of a signal peptide.,Phobius,-,-,HUANSSPS
HUANSSPS_22,-,N-terminal region of a signal peptide.,Phobius,-,-,HUANSSPS
HUANSSPS_22,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS
HUANSSPS_22,-,Hydrophobic region of a signal peptide.,Phobius,-,-,HUANSSPS
HUANSSPS_22,-,SignalP-noTM,SignalP_EUK,-,-,HUANSSPS
HUANSSPS_22,-,Signal peptide region,Phobius,-,-,HUANSSPS
HUANSSPS_22,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS
HUANSSPS_22,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HUANSSPS
HUANSSPS_43,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS
HUANSSPS_43,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HUANSSPS
HUANSSPS_43,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS
HV511037_8,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037
HV511037_8,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037
HV511037_8,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037
HV511037_30,-,SignalP-noTM,SignalP_EUK,-,-,HV511037
HV511037_9,-,ps-ssRNAv_Astroviridae_RdRp,CDD,-,-,HV511037
HV511037_9,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,HV511037
HV511037_9,"RNA-directed RNA polymerase, catalytic domain",RdRp of positive ssRNA viruses catalytic domain profile.,ProSiteProfiles,-,-,HV511037
HV511037_9,Reverse transcriptase/Diguanylate cyclase domain,-,Gene3D,-,-,HV511037
HV511037_9,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,HV511037
HV511037_35,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037
HV511037_35,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037
HV511037_35,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037
HV511037_35,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037
HV511037_22,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037
HV511037_22,-,Hydrophobic region of a signal peptide.,Phobius,-,-,HV511037
HV511037_22,-,Signal peptide region,Phobius,-,-,HV511037
HV511037_22,-,N-terminal region of a signal peptide.,Phobius,-,-,HV511037
HV511037_22,-,C-terminal region of a signal peptide.,Phobius,-,-,HV511037
HV511037_22,-,SignalP-noTM,SignalP_EUK,-,-,HV511037
HV511037_33,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037
HV511037_33,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037
HV511037_33,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037
HV511037_33,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037
HUANSSPS_35,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS
HUANSSPS_35,-,Signal peptide region,Phobius,-,-,HUANSSPS
HUANSSPS_35,-,C-terminal region of a signal peptide.,Phobius,-,-,HUANSSPS
HUANSSPS_35,-,N-terminal region of a signal peptide.,Phobius,-,-,HUANSSPS
HUANSSPS_35,-,Hydrophobic region of a signal peptide.,Phobius,-,-,HUANSSPS
HV511037_20,-,SignalP-TM,SignalP_GRAM_POSITIVE,-,-,HV511037
HV511037_31,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037
HV511037_31,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037
HV511037_31,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037
HV511037_31,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037
HV511037_31,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037
HUANSSPS_10,-,ps-ssRNAv_Astroviridae_RdRp,CDD,-,-,HUANSSPS
HUANSSPS_10,"RNA-directed RNA polymerase, catalytic domain",RdRp of positive ssRNA viruses catalytic domain profile.,ProSiteProfiles,-,-,HUANSSPS
HUANSSPS_10,Reverse transcriptase/Diguanylate cyclase domain,-,Gene3D,-,-,HUANSSPS
HUANSSPS_10,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,HUANSSPS
HUANSSPS_10,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,HUANSSPS
HUANSSPS_13,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS
HUANSSPS_13,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS
HUANSSPS_13,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HUANSSPS
HUANSSPS_13,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS
HUANSSPS_13,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS
HV511037_29,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037
HV511037_29,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037
HV511037_29,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037
HV511037_29,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037
HV511037_29,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037
HV511037_29,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037
MN032977_56,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977
MN032977_56,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977
MN032977_56,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN032977
MN032977_56,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,MN032977
MN032977_56,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977
MN032977_56,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN032977
MN032977_56,-,consensus disorder prediction,MobiDBLite,-,-,MN032977
MN032977_56,-,consensus disorder prediction,MobiDBLite,-,-,MN032977
MN032977_56,-,consensus disorder prediction,MobiDBLite,-,-,MN032977
MN032977_56,-,consensus disorder prediction,MobiDBLite,-,-,MN032977
MN032977_56,-,consensus disorder prediction,MobiDBLite,-,-,MN032977
MN032977_56,-,consensus disorder prediction,MobiDBLite,-,-,MN032977
MN032977_56,-,consensus disorder prediction,MobiDBLite,-,-,MN032977
MN032977_56,-,consensus disorder prediction,MobiDBLite,-,-,MN032977
MN032977_56,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN032977
MN032977_56,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,MN032977
MN032977_56,"Icosahedral viral capsid protein, S domain",Viral coat protein (S domain),Pfam,,Picorna,MN032977
MN032977_56,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN032977
MN032977_56,Reverse transcriptase/Diguanylate cyclase domain,-,Gene3D,-,-,MN032977
MN032977_56,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN032977
MN032977_56,"Peptidase S1, PA clan",Trypsin-like serine proteases,SUPERFAMILY,,1A,MN032977
MN032977_56,-,Positive stranded ssRNA viruses,SUPERFAMILY,,NotSpecific,MN032977
MN032977_56,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977
MN032977_56,Viral coat protein subunit,-,Gene3D,-,-,MN032977
MN032977_56,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN032977
MN032977_56,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN032977
MN032977_56,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,MN032977
MN032977_56,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,MN032977
MN032977_56,"RNA-directed RNA polymerase, catalytic domain",RdRp of positive ssRNA viruses catalytic domain profile.,ProSiteProfiles,-,-,MN032977
MN032977_56,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,MN032977
MN032977_56,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,MN032977
HV511037_3,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037
HV511037_3,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037
HV511037_3,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037
HUANSSPS_26,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS
HUANSSPS_26,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HUANSSPS
HUANSSPS_26,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS
HUANSSPS_26,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS
HUANSSPS_25,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS
HUANSSPS_25,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HUANSSPS
HUANSSPS_25,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS
HUANSSPS_25,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS
HUANSSPS_27,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS
HUANSSPS_27,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS
HUANSSPS_27,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS
HUANSSPS_27,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HUANSSPS
HUANSSPS_18,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HUANSSPS
HUANSSPS_18,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HUANSSPS
HUANSSPS_18,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS
HUANSSPS_18,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HUANSSPS
HUANSSPS_5,-,consensus disorder prediction,MobiDBLite,-,-,HUANSSPS
HV511037_16,-,Coil,Coils,-,-,HV511037
HV511037_16,-,Coil,Coils,-,-,HV511037
HV511037_16,Viral coat protein subunit,-,Gene3D,-,-,HV511037
HV511037_16,"Astrovirus capsid protein, inner core domain",Astrovirus capsid protein nucleoplasmin-like domain,Pfam,,2,HV511037
HV511037_16,-,consensus disorder prediction,MobiDBLite,-,-,HV511037
HV511037_16,-,consensus disorder prediction,MobiDBLite,-,-,HV511037
HV511037_16,-,consensus disorder prediction,MobiDBLite,-,-,HV511037
HV511037_16,-,consensus disorder prediction,MobiDBLite,-,-,HV511037
HV511037_16,-,consensus disorder prediction,MobiDBLite,-,-,HV511037
HV511037_40,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,HV511037
HV511037_40,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,HV511037
HV511037_40,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,HV511037
HV511037_40,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HV511037
HUANSSPS_1,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,HUANSSPS
