ID,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate_x,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count,Artificial,UNVERIFIED,1A,1A-strand,1B,1B-strand,2,2-strand,class
OQ787033,OQ787033.1,"Goose astrovirus isolate JL01/0801/19 non-structural polyprotein (ORF1a) gene, complete cds; RNA-dependent RNA polymerase (ORF1b) gene, partial cds; and capsid protein (ORF2) gene, complete cds",02-AUG-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6930.0,"Xue,Z.",,JL01/0801/19,China: Ji Lin Province,,2019-08-01,"liver, kidney",goose,No,3.0,No,No,80-3185,1.0,3175-4726,1.0,4744-6859,1.0,Aves
ON400505,ON400505.1,"Goose astrovirus isolate GAstV-GD2104, complete genome",14-JUN-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7212.0,"Xu,J.Y., Gao,L.G. and Chen,F.",,GAstV-GD2104,China,,01-Dec-2021,kidney,goose,No,3.0,No,No,50-3305,1.0,3295-4846,1.0,4864-6979,1.0,Aves
OQ909424,OQ909424.1,"Goose astrovirus strain SCG3, partial genome",07-JUN-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7014.0,"Xu,L.",SCG3,Sichuan,China,,09-May-2021,,goose,No,3.0,No,No,0-3255,1.0,3245-4796,1.0,4814-6929,1.0,Aves
ON382522,ON382522.1,"Goose astrovirus isolate GAstV-GD2105, complete genome",07-JUN-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7191.0,"Xu,J.Y., Gao,L.G. and Chen,F.",,GAstV-GD2105,China,,15-Jan-2022,kidney,goose,No,3.0,No,No,38-3293,1.0,3283-4834,1.0,4852-6967,1.0,Aves
ON382521,ON382521.1,"Goose astrovirus isolate GAstV-GD2103, complete genome",07-JUN-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7193.0,"Xu,J.Y., Gao,G.G. and Chen,F.",,GAstV-GD2103,China,,16-Nov-2021,kidney,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
ON382520,ON382520.1,"Goose astrovirus isolate GAstV-GD2102, complete genome",07-JUN-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7187.0,"Xu,J.Y., Gao,L.G. and Zhu,P.D.",,GAstV-GD2102,China,,16-Nov-2021,kidney,goose,No,3.0,No,No,34-3289,1.0,3279-4830,1.0,4848-6963,1.0,Aves
ON382519,ON382519.1,"Goose astrovirus isolate GAstV-GD2101, complete genome",07-JUN-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Xu,J.Y. and Gao,L.G.",,GAstV-GD2101,China,,26-Oct-2021,kidney,goose,No,3.0,No,No,43-3298,1.0,3288-4839,1.0,4857-6972,1.0,Aves
OQ685946,OQ685946.1,"MAG: Chicken astrovirus isolate CAstV/ck/TZ/Iringa/2151-IM162/2019, complete genome",26-MAY-2023,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7337.0,"Kariithi,H.M., Volkening,J.D., Chiwanga,G.H., Pantin-Jackwood,M.J., Msoffe,P.L.M. and Suarez,D.L.",,CAstV/ck/TZ/Iringa/2151-IM162/2019,Tanzania: Iringa (Miomboni),,11-Apr-2019,cloacal swab,Gallus gallus,Yes,3.0,No,No,69-3363,1.0,3344-4904,1.0,4928-7094,1.0,Aves
OQ685945,OQ685945.1,"MAG: Avian nephritis virus isolate ANV/ck/TZ/Iringa/2151-IM162/2019, complete genome",26-MAY-2023,Avian nephritis virus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6938.0,"Kariithi,H.M., Volkening,J.D., Pantin-Jackwood,M.J., Chiwanga,G.H., Msoffe,P.L.M. and Suarez,D.L.",,ANV/ck/TZ/Iringa/2151-IM162/2019,Tanzania: Iringa (Miomboni),,11-Apr-2019,cloacal swab,Gallus gallus,Yes,4.0,No,No,21-3063,1.0,3131-4583,1.0,4602-6615,1.0,Aves
OP776630,OP776630.1,"Goose astrovirus strain GDYJ-21-01, complete genome",14-MAY-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7299.0,"Liu,C., Dong,J., Li,L. and Sun,M.",GDYJ-21-01,,China,,2021,,goose,No,3.0,No,No,22-3304,1.0,3294-4839,1.0,4868-6983,1.0,Aves
OP776629,OP776629.1,"Goose astrovirus strain GDZJ-21-01, complete genome",14-MAY-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Liu,C., Dong,J., Li,L. and Sun,M.",GDZJ-21-01,,China,,2021,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
OP272633,OP272633.1,"Goose astrovirus isolate AH33-3, partial genome",04-APR-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7225.0,"Ma,P., Zhang,M., Zhang,L. and Li,Y.",,AH33-3,China,,2021,"liver, spleen, kidney",goose,No,3.0,No,No,0-3519,1.0,3512-5081,1.0,5047-7225,1.0,Aves
OP169001,OP169001.1,"Chicken astrovirus isolate AAstV/Chicken/CHN/2021/HA2101, complete genome",03-APR-2023,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7632.0,"Qian,K., Song,R., Qin,A. and Shao,H.",,AAstV/Chicken/CHN/2021/HA2101,China,,2021,,chicken,No,3.0,No,No,70-3490,1.0,3471-5031,1.0,5055-7269,1.0,Aves
OP179660,OP179660.1,"Goose astrovirus strain GoAstv-C2, partial genome",01-APR-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7035.0,"Cen,X.",GoAstv-C2,,China,,25-Jun-2022,,goose,No,3.0,No,No,9-3264,1.0,3254-4805,1.0,4823-6938,1.0,Aves
OP621341,OP621341.1,"Goose astrovirus strain AAstV/Goose/CHN/2019/SD03, complete genome",21-MAR-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7175.0,"Ren,Z., Zhang,Q. and Su,J.",AAstV/Goose/CHN/2019/SD03,,China: Shandong province,,2019-10-09,"liver, kidney",goose,No,3.0,No,No,10-3265,1.0,3255-4806,1.0,4824-6939,1.0,Aves
OP621340,OP621340.1,"Goose astrovirus strain AAstV/Goose/CHN/2019/JX03, complete genome",21-MAR-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7175.0,"Ren,Z., Zhang,Q. and Su,J.",AAstV/Goose/CHN/2019/JX03,,China: Jiangxi province,,2019-12-02,"liver, kidney",goose,No,3.0,No,No,10-3265,1.0,3255-4806,1.0,4824-6939,1.0,Aves
OP621339,OP621339.1,"Goose astrovirus strain AAstV/Goose/CHN/2019/JX02, complete genome",21-MAR-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7175.0,"Ren,Z., Zhang,Q. and Su,J.",AAstV/Goose/CHN/2019/JX02,,China: Jiangxi province,,2019-12-02,"liver, kidney",goose,No,3.0,No,No,10-3265,1.0,3255-4806,1.0,4824-6939,1.0,Aves
OP621338,OP621338.1,"Goose astrovirus strain AAstV/Goose/CHN/2018/JX01, complete genome",21-MAR-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7175.0,"Ren,Z., Zhang,Q. and Su,J.",AAstV/Goose/CHN/2018/JX01,,China: Jiangxi province,,2018-03-29,"liver, kidney",goose,No,3.0,No,No,10-3265,1.0,3255-4806,1.0,4824-6939,1.0,Aves
OP621337,OP621337.1,"Goose astrovirus strain AAstV/Goose/CHN/2018/JS01, complete genome",21-MAR-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7175.0,"Ren,Z., Zhang,Q. and Su,J.",AAstV/Goose/CHN/2018/JS01,,China: Jiangsu province,,2018-02-06,"liver, kidney",goose,No,3.0,No,No,10-3265,1.0,3255-4806,1.0,4824-6939,1.0,Aves
OP621336,OP621336.1,"Goose astrovirus strain AAstV/Goose/CHN/2018/HB02, complete genome",21-MAR-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7175.0,"Ren,Z., Zhang,Q. and Su,J.",AAstV/Goose/CHN/2018/HB02,,China: Hebei province,,2018-04-22,"liver, kidney",goose,No,3.0,No,No,10-3265,1.0,3255-4806,1.0,4824-6939,1.0,Aves
OP621335,OP621335.1,"Goose astrovirus strain AAstV/Goose/CHN/2021/AH02, complete genome",21-MAR-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7175.0,"Ren,Z., Zhang,Q. and Su,J.",AAstV/Goose/CHN/2021/AH02,,China: Anhui province,,2021-05-08,"liver, kidney",goose,No,3.0,No,No,10-3265,1.0,3255-4806,1.0,4824-6939,1.0,Aves
OP621334,OP621334.1,"Goose astrovirus strain AAstV/Goose/CHN/2019/AH01, complete genome",21-MAR-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7175.0,"Ren,Z., Zhang,Q. and Su,J.",AAstV/Goose/CHN/2019/AH01,,China: Anhui province,,2019-11-15,"liver, kidney",goose,No,3.0,No,No,10-3265,1.0,3255-4806,1.0,4824-6939,1.0,Aves
OP621333,OP621333.1,"Goose astrovirus strain AAstV/Goose/CHN/2019/JX-Embryo, complete genome",21-MAR-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7175.0,"Ren,Z., Zhang,Q. and Su,J.",AAstV/Goose/CHN/2019/JX-Embryo,,China: Jiangxi province,,2019-12-16,"liver, kidney",goose embryo,No,3.0,No,No,10-3265,1.0,3255-4806,1.0,4824-6939,1.0,Aves
OP621332,OP621332.1,"Goose astrovirus strain AAstV/Goose/CHN/2020/SD04, complete genome",21-MAR-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7175.0,"Ren,Z., Zhang,Q. and Su,J.",AAstV/Goose/CHN/2020/SD04,,China: Shandong province,,2020-11-18,"liver, kidney",goose,No,3.0,No,No,10-3265,1.0,3255-4806,1.0,4824-6939,1.0,Aves
OP621331,OP621331.1,"Goose astrovirus strain AAstV/Goose/CHN/2019/SD02, complete genome",21-MAR-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7175.0,"Ren,Z., Zhang,Q. and Su,J.",AAstV/Goose/CHN/2019/SD02,,China: Shandong province,,2019-05-03,"liver, kidney",goose,No,3.0,No,No,10-3265,1.0,3255-4806,1.0,4824-6939,1.0,Aves
OP621330,OP621330.1,"Goose astrovirus strain AAstV/Goose/CHN/2021/JX04, complete genome",21-MAR-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7175.0,"Ren,Z., Zhang,Q. and Su,J.",AAstV/Goose/CHN/2021/JX04,,China: Jiangxi province,,2021-03-16,"liver, kidney",goose,No,3.0,No,No,10-3265,1.0,3255-4806,1.0,4824-6939,1.0,Aves
OP484924,OP484924.1,"Goose astrovirus strain AAstV/Goose/CHN/2018/HB01, complete genome",21-MAR-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7175.0,"Ren,Z., Zhang,Q. and Su,J.",AAstV/Goose/CHN/2018/HB01,,China: Hebei province,,2018-04-11,"liver, kidney",goose,No,3.0,No,No,10-3265,1.0,3255-4806,1.0,4824-6939,1.0,Aves
OP484923,OP484923.1,"Goose astrovirus strain AAstV/Goose/CHN/2018/GD01, complete genome",21-MAR-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7175.0,"Ren,Z., Zhang,Q. and Su,J.",AAstV/Goose/CHN/2018/GD01,,China: Guangdong province,,2018-03-09,"liver, kidney",goose,No,3.0,No,No,10-3265,1.0,3255-4806,1.0,4824-6939,1.0,Aves
ON954324,ON954324.1,"Goose astrovirus strain GAsTV/2021/CHN, complete genome",18-MAR-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7210.0,"Wang,X.",GAsTV/2021/CHN,,China,,2021,tissue,goose,No,3.0,No,No,59-3314,1.0,3304-4855,1.0,4873-6988,1.0,Aves
OM469237,OM469237.1,"MAG: Avastrovirus sp. isolate ANV/PB55-SI14/Switzerland/2019 ORF1ab polyprotein, non-structural polyprotein, and capsid protein genes, partial cds",03-MAR-2023,Avastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,5130.0,"Kubacki,J., Qi,W. and Fraefel,C.",,ANV/PB55-SI14/Switzerland/2019,Switzerland,,2019,ground feces,Gallus gallus domesticus (broiler),Yes,3.0,No,No,0-1560,1.0,1559-3083,1.0,3102-5130,1.0,Aves
OM469236,OM469236.1,"MAG: Avastrovirus sp. isolate ANV/PB5-HI5/Switzerland/2019 ORF1ab polyprotein, non-structural polyprotein, and capsid protein genes, complete cds",03-MAR-2023,Avastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6936.0,"Kubacki,J., Qi,W. and Fraefel,C.",,ANV/PB5-HI5/Switzerland/2019,Switzerland,,2019,ground feces,Gallus gallus domesticus (broiler),Yes,3.0,No,No,14-3044,1.0,3043-4567,1.0,4586-6620,1.0,Aves
OM469235,OM469235.1,"MAG: Avastrovirus sp. isolate ANV/PB15-HI11/Switzerland/2019 ORF1ab polyprotein, non-structural polyprotein, and capsid protein genes, complete cds",03-MAR-2023,Avastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6922.0,"Kubacki,J., Qi,W. and Fraefel,C.",,ANV/PB15-HI11/Switzerland/2019,Switzerland,,2019,ground feces,Gallus gallus domesticus (broiler),Yes,3.0,No,No,19-3049,1.0,3048-4572,1.0,4591-6625,1.0,Aves
OM469234,OM469234.1,"MAG: Avastrovirus sp. isolate ANV/PB1-HI5/Switzerland/2019 ORF1ab polyprotein, non-structural polyprotein, and capsid protein genes, complete cds",03-MAR-2023,Avastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6767.0,"Kubacki,J., Qi,W. and Fraefel,C.",,ANV/PB1-HI5/Switzerland/2019,Switzerland,,2019,ground feces,Gallus gallus domesticus (broiler),Yes,3.0,No,No,6-3036,1.0,3035-4559,1.0,4578-6612,1.0,Aves
OM469233,OM469233.1,"MAG: Avastrovirus sp. isolate ANV/PB11-HI6/Switzerland/2019 ORF1ab polyprotein, non-structural polyprotein, and capsid protein genes, complete cds",03-MAR-2023,Avastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6894.0,"Kubacki,J., Qi,W. and Fraefel,C.",,ANV/PB11-HI6/Switzerland/2019,Switzerland,,2019,ground feces,Gallus gallus domesticus (broiler),Yes,3.0,No,No,21-3051,1.0,3050-4574,1.0,4593-6627,1.0,Aves
OM469232,OM469232.1,"MAG: Avastrovirus sp. isolate ANV/PB7-HI6/Switzerland/2019 ORF1ab polyprotein, non-structural polyprotein, and capsid protein genes, complete cds",03-MAR-2023,Avastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6874.0,"Kubacki,J., Qi,W. and Fraefel,C.",,ANV/PB7-HI6/Switzerland/2019,Switzerland,,2019,ground feces,Gallus gallus domesticus (broiler),Yes,3.0,No,No,13-3043,1.0,3042-4566,1.0,4585-6619,1.0,Aves
OM469231,OM469231.1,"MAG: Avastrovirus sp. isolate ANV/PB21-SI5/Switzerland/2019 ORF1ab polyprotein, non-structural polyprotein, and capsid protein genes, complete cds",03-MAR-2023,Avastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6893.0,"Kubacki,J., Qi,W. and Fraefel,C.",,ANV/PB21-SI5/Switzerland/2019,Switzerland,,2019,ground feces,Gallus gallus domesticus (broiler),Yes,3.0,No,No,14-3053,1.0,3052-4576,1.0,4595-6626,1.0,Aves
OM469230,OM469230.1,"MAG: Avastrovirus sp. isolate ANV/PB31-SI19/Switzerland/2019 ORF1ab polyprotein and non-structural polyprotein genes, partial cds; and capsid protein gene, complete cds",03-MAR-2023,Avastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,5935.0,"Kubacki,J., Qi,W. and Fraefel,C.",,ANV/PB31-SI19/Switzerland/2019,Switzerland,,2019,ground feces,Gallus gallus domesticus (broiler),Yes,3.0,No,No,0-2274,1.0,2273-3797,1.0,3816-5847,1.0,Aves
OM469229,OM469229.1,"MAG: Avastrovirus sp. isolate ANV/PB23-SI7/Switzerland/2019 ORF1ab polyprotein, non-structural polyprotein, and capsid protein genes, complete cds",03-MAR-2023,Avastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6750.0,"Kubacki,J., Qi,W. and Fraefel,C.",,ANV/PB23-SI7/Switzerland/2019,Switzerland,,2019,ground feces,Gallus gallus domesticus (broiler),Yes,3.0,No,No,5-3044,1.0,3043-4567,1.0,4586-6617,1.0,Aves
ON205965,ON205965.1,"Goose astrovirus isolate AAstv/CHN/Goose/2018, complete genome",31-JAN-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7175.0,"Lv,X., Jia,B., Xie,X., Li,W., Yu,S., Chen,S., Yang,Q., Wang,B., Zhu,Y., Wang,Q. and Wang,G.",,AAstv/CHN/Goose/2018,China,,May-2018,liver and kidney,goose,No,3.0,No,No,10-3265,1.0,3255-4806,1.0,4824-6939,1.0,Aves
OM811458,OM811458.1,"Goose astrovirus isolate Astv/Goose/Heilongjiang/ZYL01/2018, complete genome",30-JAN-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7181.0,"Li,Q. and Zhang,Y.",,Astv/Goose/Heilongjiang/ZYL01/2018,China,,31-Dec-2018,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
ON156528,ON156528.1,"Goose astrovirus strain GDZJ37, complete genome",28-JAN-2023,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7182.0,"Yang,H.",GDZJ37,,China,,10-Jan-2022,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
ON964512,ON964512.1,"Avian nephritis virus strain HNU-ANV-ML-2020, complete genome",24-JAN-2023,Avian nephritis virus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6950.0,"Xiao,C.-T., Xia,J.-Y., Liao,J.-Y. and Liu,C.-X.",HNU-ANV-ML-2020,,China:Hunan,,Dec-2020,,Gallus gallus,No,3.0,No,No,13-3058,1.0,3051-4578,1.0,4597-6637,1.0,Aves
ON745304,ON745304.1,"Goose astrovirus isolate ZJCX, complete genome",26-DEC-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7182.0,"Zhu,Y., Wang,H., Yun,T., Hua,J., Ye,W., Ni,Z., Chen,L. and Zhang,C.",,ZJCX,China,,15-Jun-2021,liver,landaise,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
OM937013,OM937013.1,"Goose astrovirus strain SD, complete genome",20-DEC-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7128.0,"Deng,X.",SD,,China: Shandong,,2017-05,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
OL762473,OL762473.1,"Goose astrovirus 2 isolate JXGZ, complete genome",01-DEC-2022,Goose astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7177.0,"Zhang,F., Li,H., Kang,Z., Yang,Q. and Wei,Q.",,JXGZ,China,,Mar-2020,kidney,goose,No,3.0,No,No,13-3268,1.0,3261-4809,1.0,4827-6942,1.0,Aves
OM066895,OM066895.1,"Goose astrovirus isolate AAstV/Goose/CHN/2021/ZY02, complete genome",26-NOV-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7175.0,"Jia,B., Lv,X., Yang,Q., Zhang,M., Li,W., Chen,S., Jiang,Y., Wang,B., Zhu,Y., Wang,Q. and Wang,G.",,AAstV/Goose/CHN/2021/ZY02,China,,Apr-2021,,goose,No,3.0,No,No,10-3265,1.0,3255-4806,1.0,4824-6939,1.0,Aves
OM066894,OM066894.1,"Goose astrovirus isolate AAstV/Goose/CHN/2021/HR2110/1, complete genome",26-NOV-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7175.0,"Jia,B., Lv,X., Yang,Q., Zhang,M., Li,W., Chen,S., Jiang,Y., Wang,B., Zhu,Y., Wang,Q. and Wang,G.",,AAstV/Goose/CHN/2021/HR2110/1,China,,Oct-2021,,goose,No,3.0,No,No,10-3265,1.0,3255-4806,1.0,4824-6939,1.0,Aves
OM066893,OM066893.1,"Goose astrovirus isolate AAstV/Goose/CHN/2021/HR2105/2, complete genome",26-NOV-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7175.0,"Jia,B., Lv,X., Yang,Q., Li,W., Chen,S., Jiang,Y., Wang,B., Zhu,Y., Wang,Q. and Wang,G.",,AAstV/Goose/CHN/2021/HR2105/2,China,,May-2021,,goose,No,3.0,No,No,10-3265,1.0,3255-4806,1.0,4824-6939,1.0,Aves
OM066892,OM066892.1,"Goose astrovirus isolate AAstV/Goose/CHN/2021/HR2105/1, complete genome",26-NOV-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7175.0,"Lv,X., Jia,B., Yang,Q., Yu,S., Zhu,M., Zhang,M., Lu,Q., Wang,X., Wang,B., Zhu,Y., Wang,Q. and Wang,G.",,AAstV/Goose/CHN/2021/HR2105/1,China,,May-2021,kidney,goose,No,3.0,No,No,10-3265,1.0,3255-4806,1.0,4824-6939,1.0,Aves
OL853843,OL853843.1,"Goose astrovirus isolate HLJ, complete genome",19-NOV-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7252.0,"Li,G., Zhang,Y. and Zou,M.",,HLJ,China,,2019,,goose,No,3.0,No,No,245-3350,1.0,3340-4891,1.0,4909-7024,1.0,Aves
OM100603,OM100603.1,"Goose astrovirus isolate AstV/JS04/Goose/0919/20, complete genome",01-NOV-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7163.0,"Cui,H., Mu,X. and Ji,J.",,AstV/JS04/Goose/0919/20,China,,19-Sep-2020,,goose,No,3.0,No,No,11-3266,1.0,3256-4807,1.0,4825-6940,1.0,Aves
OM100602,OM100602.1,"Goose astrovirus isolate AstV/JS03/Goose/0702/20, complete genome",01-NOV-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7166.0,"Cui,H., Mu,X. and Ji,J.",,AstV/JS03/Goose/0702/20,China,,02-Jul-2020,,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
OM100601,OM100601.1,"Goose astrovirus isolate AstV/JS02/Goose/0518/20, complete genome",01-NOV-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7168.0,"Cui,H., Mu,X. and Ji,J.",,AstV/JS02/Goose/0518/20,China,,18-May-2020,,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
