Position in alignment;Recombination breakpoint number (200nt win);Upper 99% CI;Lower 99% CI;Upper 95% CI;Lower 95% CI;A;B;C;D;E
6343;1;984489;3;888628;0;2;943554;4.440892E-16;;
6345;1;987188;3;886287;0;2;961464;4.440892E-16;;
6347;1;989895;3;876975;0;2;961172;4.440892E-16;;
6349;1;992603;3;875961;0;2;967707;4.440892E-16;;
6351;1;99531;3;884103;0;2;970022;4.440892E-16;;
6353;1;997967;3;892313;0;2;965344;4.440892E-16;;
6355;2;572;3;899363;0;2;964226;4.440892E-16;;
6357;2;3178;3;906549;0;2;973989;4.440892E-16;;
6359;2;23421;3;916385;0;2;97939;4.440892E-16;;
6361;2;35988;3;9226;0;2;975284;4.440892E-16;;
6363;2;45411;3;972758;0;2;976757;4.440892E-16;;
6365;2;51689;4;336644;0;2;976836;4.440892E-16;;
6367;2;57968;4;314472;0;2;977931;4.440892E-16;;
6369;2;62048;4;300654;0;2;977541;4.440892E-16;;
6371;2;6393;4;287494;0;2;974329;0;;
6373;2;65812;4;274989;0;2;968746;0;;
6375;2;67694;4;75833;0;2;957359;0;;
6377;2;68644;3;968698;0;2;950677;0;;
6379;2;69594;3;972718;0;2;937735;0;;
6381;2;70544;3;977828;0;2;918979;0;;
6383;2;71493;3;964998;0;2;922449;0;;
6385;2;72443;3;921886;0;2;924063;0;;
6387;2;75297;3;879482;0;2;904752;0;;
6389;2;80418;3;808096;0;2;903812;0;;
6391;2;85538;3;761731;0;2;901833;0;;
6393;2;90715;3;739132;0;2;903371;0;;
6395;2;95934;3;688699;0;2;927559;0;;
6397;2;101138;3;650383;0;2;88104;0;;
6399;2;104661;3;633239;0;2;879373;0;;
6401;2;109118;3;561775;0;2;88552;0;;
6403;2;116461;3;656188;0;2;88357;0;;
6405;2;127499;3;736957;0;2;875979;0;;
6407;2;142243;3;818762;0;2;94494;0;;
6409;2;15514;3;845504;0;2;947322;0;;
6411;2;163194;3;861001;0;2;972454;0;;
6413;2;162372;3;858678;0;2;97159;0;;
6415;2;157516;3;841158;0;2;97243;0;;
6417;2;153385;3;813591;0;2;94864;0;;
6419;2;149241;3;783285;0;2;947845;0;;
6421;2;147691;3;770888;0;2;947979;0;;
6423;2;1461;3;757711;0;2;948155;0;;
6425;2;145556;3;616333;0;2;939451;0;;
6427;2;160498;3;633198;0;2;948289;0;;
6429;2;173105;3;594708;0;2;955469;0;;
6431;2;183345;3;574796;0;2;975042;0;;
6433;2;227146;3;58765;0;2;982215;2.775558E-17;;
6435;2;223673;3;605753;0;2;961196;2.775558E-17;;
6437;2;221626;3;58394;0;2;951936;2.775558E-17;;
6439;2;218228;3;574653;0;2;927729;2.775558E-17;;
6441;2;212841;3;560678;0;2;939875;2.775558E-17;;
6443;2;208983;3;544307;0;2;936547;0;;
6445;2;211642;3;699983;0;2;982211;0;;
6447;2;202687;3;676187;0;2;998027;0;;
6449;2;19408;3;504443;0;2;97643;0;;
6451;2;185688;3;48653;0;2;95758;0;;
6453;2;185464;3;535237;0;2;979806;0;;
6455;2;15402;3;573066;0;2;991295;0;;
6457;2;80593;3;523762;0;2;968124;0;;
6459;1;869223;3;487392;0;2;888364;0;;
6461;1;76663;3;544699;0;2;9325;0;;
6463;1;725478;3;59908;0;2;946804;2.775558E-17;;
6465;1;680358;3;667015;0;3;56156;3.108624E-15;;
6467;1;630907;3;635164;0;3;65358;3.108624E-15;;
6469;1;577078;3;60246;0;3;5189;3.552714E-15;;
6471;1;4582;3;716733;0;3;32001;3.108624E-15;;
6473;1;36299;3;757993;0;3;56219;3.108624E-15;;
6475;1;262961;3;810104;0;3;38744;3.552714E-15;;
6477;1;185044;3;812391;0;3;6159;5.551115E-15;;
6479;1;117692;3;828402;0;2;988546;5.551115E-15;;
6481;1;117286;3;809195;0;2;977581;3.552714E-15;;
6483;1;114113;3;806754;0;2;96571;3.552714E-15;;
6485;1;114335;3;72258;0;2;969808;9.992007E-16;;
6487;1;117975;3;727335;0;2;991439;2.775558E-17;;
6489;1;123031;3;723761;0;2;997747;2.775558E-17;;
6491;1;13812;3;716463;0;2;991743;2.775558E-17;;
6493;1;196577;3;733238;0;2;979938;0;;
6495;1;25706;3;7852;0;3;3606;3.552714E-15;;
6497;1;322246;3;816245;0;3;55174;9.992007E-16;;
6499;1;388082;3;829929;0;3;110316;9.992007E-16;;
6501;1;448076;3;85384;0;3;174792;6.217249E-15;;
6503;1;506676;3;872795;0;3;203896;6.217249E-15;;
6505;1;564861;3;914783;0;3;227329;6.217249E-15;;
6507;1;611732;3;920081;0;3;242101;6.217249E-15;;
6509;1;647288;3;940906;0;3;253435;6.217249E-15;;
6511;1;682844;3;957269;0;3;298097;6.217249E-15;;
6513;1;719228;3;940416;0;3;340028;7.776143E-06;;
6515;1;75644;4;1352;0;3;391492;1.03944E-05;;
6517;1;793839;4;69029;0;3;414148;5.2451E-06;;
6519;1;831221;4;69717;0;3;429236;5.2451E-06;;
6521;1;860754;3;962845;0;3;47356;1.776357E-15;;
6523;1;888844;3;967325;0;3;448435;5.214995E-06;;
6525;1;915642;3;976284;0;3;494028;5.21197E-06;;
6527;1;934658;3;988838;0;3;451086;1.776357E-15;;
6529;1;946739;4;2295;0;3;449896;9.992007E-16;;
6531;1;95254;4;16041;0;3;441886;9.992007E-16;;
6533;1;94686;4;27802;0;3;448128;0;;
6535;1;945647;3;966876;0;3;449022;9.992007E-16;;
6537;1;949949;3;96598;0;3;458867;2.664535E-15;;
6539;1;954774;3;938577;0;3;443582;2.664535E-15;;
6541;1;959398;3;96605;0;3;420845;2.664535E-15;;
6543;1;982382;3;937684;0;3;494912;2.664535E-15;;
6545;2;6294;4;117596;0;3;577338;0;;
6547;2;84;4;190363;0;3;583918;0;;
6549;2;10505;4;205339;0;3;627932;0;;
6551;2;12611;4;206971;0;3;621597;0;;
6553;2;1306;4;389557;0;3;669226;0;;
6555;2;12739;4;395904;0;3;698181;0;;
6557;2;11648;4;40225;0;3;693046;0;;
6559;1;99253;4;408597;0;3;669534;0;;
6561;1;980577;4;414205;0;3;693391;0;;
6563;1;971647;4;419075;0;3;707354;0;;
6565;1;966539;4;509041;0;3;734188;0;;
6567;1;96143;4;565176;0;3;735526;9.992007E-16;;
6569;1;957913;4;488639;0;3;764488;9.992007E-16;;
6571;1;956594;4;481777;0;3;764191;9.992007E-16;;
6573;1;955275;4;476176;0;3;753991;0;;
6575;1;953956;4;492868;0;3;759607;0;;
6577;1;96349;4;515413;0;3;750054;0;;
6579;1;973427;4;569552;0;3;767457;0;;
6581;1;983769;4;569873;0;3;776828;0;;
6583;1;985423;4;569592;0;3;791933;0;;
6585;1;987077;4;580278;0;3;789366;0;;
6587;1;986464;4;594948;0;3;792307;0;;
6589;1;983532;4;604225;0;3;806226;0;;
6591;1;979782;4;602619;0;3;80941;0;;
6593;1;975157;4;592297;0;3;805355;0;;
6595;1;970364;4;581872;0;3;826705;0;;
6597;1;965571;4;571446;0;3;862074;0;;
6599;1;959836;4;564087;0;3;851016;0;;
6601;1;953161;4;560811;0;3;842234;0;;
6603;1;943592;4;548919;0;3;814832;0;;
6605;1;930313;4;547187;0;3;794151;0;;
6607;1;918612;4;560288;0;3;788661;0;;
6609;1;908642;4;568654;0;3;780074;0;;
6611;1;9034;4;67881;0;3;789879;0;;
6613;1;911693;4;687736;0;3;81632;0;;
6615;1;920166;4;683262;0;3;824188;0;;
6617;1;928832;4;676412;0;3;828147;0;;
6619;1;951079;4;684684;0;3;844086;9.992007E-16;;
6621;1;950366;4;750301;0;3;848108;2.664535E-15;;
6623;1;949546;4;757251;0;3;849088;2.664535E-15;;
6625;1;942727;4;743145;0;3;847514;0;;
6627;1;92151;4;67084;0;3;862608;9.992007E-16;;
6629;1;902629;4;673444;0;3;859498;9.992007E-16;;
6631;1;886099;4;676178;0;3;835876;9.992007E-16;;
6633;1;835976;4;60528;0;3;804964;0;;
6635;1;827075;4;587267;0;3;817478;0;;
6637;1;819617;4;58259;0;3;789479;9.992007E-16;;
6639;1;813524;4;578332;0;3;790841;9.992007E-16;;
6641;1;808794;4;521503;0;3;796893;9.992007E-16;;
6643;1;795263;4;455629;0;3;789851;2.664535E-15;;
6645;1;771171;4;447645;0;3;74595;9.992007E-16;;
6647;1;757691;4;428997;0;3;721904;0;;
6649;1;744103;4;438815;0;3;698787;0;;
6651;1;730515;4;449228;0;3;732733;0;;
6653;1;713301;4;476128;0;3;728567;0;;
6655;1;692579;4;420204;0;3;722842;0;;
6657;1;684015;4;57178;0;3;747458;0;;
6659;1;659929;4;586307;0;3;778715;0;;
6661;1;610044;4;602059;0;3;794143;0;;
6663;1;601521;4;715254;0;3;85904;0;;
6665;1;581871;4;694419;0;3;855684;0;;
6667;1;566188;4;672781;0;3;853162;0;;
6669;1;552466;4;624774;0;3;852432;0;;
6671;1;535494;4;718931;0;3;854406;0;;
6673;1;511107;4;802302;0;3;773834;0;;
6675;1;50707;4;815656;0;3;821251;0;;
6677;1;503033;4;821324;0;3;823138;0;;
6679;1;499129;4;855395;0;3;826893;0;;
6681;1;4944;4;887323;0;3;903514;0;;
6683;1;489512;5;74616;0;3;903147;0;;
6685;1;484142;5;60287;0;3;890709;0;;
6687;1;478373;4;993214;0;3;894613;0;;
6689;1;47282;4;933493;0;3;913318;0;;
6691;1;457368;4;940252;0;3;911038;0;;
6693;1;398424;4;94951;0;3;91857;0;;
6695;1;340257;4;962499;0;3;924591;0;;
6697;1;27846;4;958608;0;3;91413;0;;
6699;1;216012;5;11149;0;3;906329;0;;
6701;1;159407;4;991813;0;3;904321;0;;
6703;1;111437;4;994121;0;3;906394;0;;
6705;1;67727;5;1653;0;3;90259;0;;
6707;1;32181;5;110851;0;3;909897;0;;
6709;1;814;5;61698;0;3;926168;0;;
6711;0;9798799;5;2052;0;3;925796;0;;
6713;0;9465738;4;931986;0;3;929605;0;;
6715;0;9124395;4;861171;0;3;930854;0;;
6717;0;8781185;4;801054;0;3;932103;0;;
6719;0;8438143;4;740138;0;3;93315;0;;
6721;0;8184126;4;699545;0;3;947134;0;;
6723;0;7872725;4;680717;0;3;937258;0;;
6725;0;7570502;4;793299;0;3;938299;0;;
6727;0;7346089;4;641243;0;3;888251;0;;
6729;0;7191243;4;581744;0;3;867683;0;;
6731;0;7044694;4;58207;0;3;868599;0;;
6733;0;6906235;4;58562;0;3;852734;0;;
6735;0;67678;4;585578;0;3;797979;0;;
6737;0;6622136;4;554911;0;3;785264;0;;
6739;0;6469241;4;511642;0;3;779716;0;;
6741;0;6316347;4;41123;0;3;762477;0;;
6743;0;6074144;4;303297;0;3;766143;0;;
6745;0;5822571;4;232118;0;3;744206;0;;
6747;0;5841888;4;212168;0;3;795519;0;;
6749;0;5914112;4;216018;0;3;790525;0;;
6751;0;6047429;4;201605;0;3;798911;0;;
6753;0;6107962;4;193741;0;3;798573;0;;
6755;0;6176192;4;161841;0;3;803848;0;;
6757;0;6280798;4;191821;0;3;797827;0;;
6759;0;6352476;4;195126;0;3;797552;0;;
6761;0;6392428;4;216832;0;3;796905;0;;
6763;0;6431002;4;28057;0;3;815772;0;;
6765;0;6469748;4;334894;0;3;779594;0;;
6767;0;6515431;4;482615;0;3;739516;0;;
6769;0;654517;4;57752;0;3;754251;0;;
6771;0;6552894;4;580556;0;3;76066;0;;
6773;0;6560617;4;578995;0;3;739572;0;;
6775;0;6568341;4;577434;0;3;71492;0;;
6777;0;6483589;4;561333;0;3;705666;0;;
6779;0;6410854;4;546696;0;3;750023;0;;
6781;0;6332003;4;533894;0;3;734417;0;;
6783;0;6319748;4;557588;0;3;73011;0;;
6785;0;6287215;4;592465;0;3;767769;0;;
6787;0;6255561;4;628059;0;3;797172;0;;
6789;0;6224427;4;664013;0;3;766671;0;;
6791;0;6201479;4;70015;0;3;775075;0;;
6793;0;6243261;4;744736;0;3;779145;0;;
6795;0;6282727;4;761648;0;3;789486;0;;
6797;0;6262104;4;739828;0;3;789962;0;;
6799;0;6243215;4;743815;0;3;794822;0;;
6801;0;6225115;4;753055;0;3;809817;0;;
6803;0;6206566;4;762399;0;3;819174;0;;
6805;0;6188083;4;747702;0;3;808412;0;;
6807;0;6116728;4;757623;0;3;804716;0;;
6809;0;6046497;4;788218;0;3;796648;0;;
6811;0;5978116;4;810486;0;3;788823;0;;
6813;0;5822796;4;833457;0;3;732618;0;;
6815;0;5677577;4;876233;0;3;738437;0;;
6817;0;5565102;4;829192;0;3;714477;0;;
6819;0;5303435;4;840274;0;3;660261;0;;
6821;0;5231902;4;798821;0;3;654688;0;;
6823;0;5161445;4;783575;0;3;699886;0;;
6825;0;5140828;4;775291;0;3;668938;0;;
6827;0;5110055;4;785953;0;3;682324;0;;
6829;0;5079283;4;796614;0;3;704966;0;;
6831;0;5048352;4;807275;0;3;727608;0;;
6833;0;5017421;4;81002;0;3;736731;0;;
6835;0;4986491;4;805806;0;3;740022;0;;
6837;0;4927749;4;794859;0;3;755001;0;;
6839;0;4869007;4;784201;0;3;741543;0;;
6841;0;4810265;4;790934;0;3;737815;0;;
6843;0;4784969;4;89803;0;3;734927;0;;
6845;0;4760822;4;965054;0;3;726823;0;;
6847;0;4797438;4;966432;0;3;715916;0;;
6849;0;483767;4;934117;0;3;709659;0;;
6851;0;4880691;4;902193;0;3;731246;0;;
6853;0;4835051;4;850358;0;3;693085;8.881784E-16;;
6855;0;4742948;4;833627;0;3;67549;8.881784E-16;;
6857;0;4555346;4;736684;0;3;674092;8.881784E-16;;
6859;0;4525721;4;712233;0;3;746741;2.664535E-15;;
6861;0;4496689;4;696756;0;3;725421;4.440892E-15;;
6863;0;431234;4;486722;0;3;703612;0;;
6865;0;4278948;4;664078;0;3;728508;0;;
6867;0;4261567;4;610402;0;3;683845;0;;
6869;0;4280735;4;44242;0;3;599793;0;;
6871;0;4293825;4;432937;0;3;609672;0;;
6873;0;4306647;4;447138;0;3;630956;0;;
6875;0;4320853;4;537097;0;3;634255;0;;
6877;0;4335059;4;604507;0;3;634678;0;;
6879;0;4399678;4;605283;0;3;632898;0;;
6881;0;4524302;4;601963;0;3;541661;0;;
6883;0;4607127;4;607118;0;3;476267;0;;
6885;0;4671838;4;611477;0;3;422837;0;;
6887;0;4717382;4;587769;0;3;400559;0;;
6889;0;4762927;4;580143;0;3;475798;0;;
6891;0;4827992;4;580634;0;3;48992;0;;
6893;0;4915141;4;609757;0;3;530931;0;;
6895;0;4975922;4;607591;0;3;484275;0;;
6897;0;5025975;4;56456;0;3;54692;0;;
6899;0;5163202;4;519384;0;3;583652;0;;
6901;0;5197433;4;47199;0;3;643;0;;
6903;0;5140892;4;39262;0;3;674731;0;;
6905;0;5048597;4;339589;0;3;668362;0;;
6907;0;4987801;4;350569;0;3;663761;0;;
6909;0;4926271;4;344304;0;3;656831;0;;
6911;0;4908082;4;294204;0;3;665309;0;;
6913;0;4981433;4;294129;0;3;662006;0;;
6915;0;5030082;4;222127;0;3;698522;3.885781E-16;;
6917;0;5346328;4;426015;0;3;740844;4.440892E-15;;
6919;0;547459;4;492703;0;3;726331;4.440892E-15;;
6921;0;5513996;4;439632;0;3;689607;4.440892E-15;;
6923;0;5566126;4;387671;0;3;637736;2.664535E-15;;
6925;0;5714093;4;380444;0;3;659685;3.552714E-15;;
6927;0;5886085;4;32912;0;3;660602;3.552714E-15;;
6929;0;6081889;4;365543;0;3;662277;2.664535E-15;;
6931;0;6291729;4;37242;0;3;677925;2.664535E-15;;
6933;0;6490857;4;420787;0;3;718469;3.552714E-15;;
6935;0;6679274;4;442168;0;3;721742;3.552714E-15;;
6937;0;6867028;4;469477;0;3;749425;3.552714E-15;;
6939;0;7054782;4;510225;0;3;778859;3.552714E-15;;
6941;0;7242537;4;508069;0;3;786277;3.552714E-15;;
6943;0;747476;4;584324;0;3;786052;8.881784E-16;;
6945;0;7696974;4;527504;0;3;771066;8.881784E-16;;
6947;0;7856272;4;531619;0;3;770025;8.881784E-16;;
6949;0;7979771;4;581551;0;3;758699;8.881784E-16;;
6951;0;8034424;4;578782;0;3;765077;8.881784E-16;;
6953;0;8153574;4;577555;0;3;757267;3.885781E-16;;
6955;0;8272724;4;485557;0;3;72191;0;;
6957;0;90471;4;415905;0;3;726478;3.885781E-16;;
6959;0;986397;4;326315;0;3;729944;0;;
6961;1;164;4;227586;0;3;709268;0;;
6963;1;14189;4;22435;0;3;710549;0;;
6965;1;2752;4;23698;0;3;712391;0;;
6967;1;40157;4;249391;0;3;710495;0;;
6969;1;57297;4;262018;0;3;755749;0;;
6971;1;78941;4;295309;0;3;774467;0;;
6973;1;113488;4;551266;0;3;760892;8.881784E-16;;
6975;1;148029;4;671354;0;3;750097;8.881784E-16;;
6977;1;180958;4;727589;0;3;75924;8.881784E-16;;
6979;1;208352;4;71699;0;3;756671;8.881784E-16;;
6981;1;234927;4;388997;0;3;731102;3.885781E-16;;
6983;1;26353;4;402394;0;3;735419;0;;
6985;1;294161;4;280627;0;3;68094;0;;
6987;1;324704;4;243212;0;3;661873;0;;
6989;1;355247;4;292136;0;3;658725;0;;
6991;1;368191;4;34106;0;3;675158;0;;
6993;1;376022;4;419186;0;3;632374;0;;
6995;1;384738;4;30372;0;3;574398;0;;
6997;1;399463;4;28208;0;3;57149;0;;
6999;1;413362;4;304991;0;3;568557;0;;
7001;1;426529;4;302423;0;3;560771;0;;
7003;1;439742;4;307354;0;3;554872;0;;
7005;1;452948;4;324337;0;3;540719;0;;
7007;1;466154;4;347882;0;3;548573;0;;
7009;1;47936;4;341743;0;3;514511;0;;
7011;1;492493;4;349583;0;3;500483;0;;
7013;1;505627;4;329114;0;3;499422;0;;
7015;1;51757;4;311701;0;3;454291;0;;
7017;1;55221;4;294434;0;3;498907;0;;
7019;1;614355;4;255959;0;3;471907;0;;
7021;1;675033;4;244365;0;3;429986;0;;
7023;1;724377;4;242603;0;3;425517;0;;
7025;1;763404;4;241062;0;3;473156;0;;
7027;1;803447;4;237227;0;3;497962;0;;
7029;1;84349;4;239637;0;3;462677;0;;
7031;1;883533;4;245202;0;3;446176;0;;
7033;2;327286;4;270146;0;3;501877;0;;
7035;2;611697;4;315687;0;3;542127;3.885781E-16;;
7037;2;736766;4;297195;0;3;57038;0;;
7039;2;861834;4;278818;0;3;598185;0;;
7041;2;947252;4;269389;0;3;631137;3.885781E-16;;
7043;2;99291;4;224792;0;3;645852;0;;
7045;3;36739;4;184449;0;3;677444;0;;
7047;3;87349;4;207547;0;3;632803;0;;
7049;3;157756;4;256461;0;3;622368;0;;
7051;3;155069;4;255736;0;3;563666;0;;
7053;3;15659;4;192008;0;3;511867;0;;
7055;3;157984;4;186152;0;3;504644;0;;
7057;3;159397;4;166116;0;3;561612;0;;
7059;3;160879;4;94066;0;3;58601;0;;
7061;3;162283;4;98169;0;3;483599;0;;
7063;3;164961;4;91042;0;3;478743;0;;
7065;3;169072;4;143133;0;3;468529;0;;
7067;3;174401;4;157871;0;3;406174;0;;
7069;3;17713;4;142448;0;3;385568;0;;
7071;3;181224;4;115741;0;3;381161;0;;
7073;3;185436;4;5135;0;3;369056;0;;
7075;3;191992;3;954756;0;3;277736;0;;
7077;3;20343;3;953164;0;3;273135;0;;
7079;3;238945;3;951762;0;3;321308;0;;
7081;3;256059;3;936219;0;3;284455;0;;
7083;3;285548;3;931249;0;3;26465;0;;
7085;3;326269;3;932816;0;3;267293;0;;
7087;3;353554;3;930988;0;3;262548;0;;
7089;3;382966;3;931464;0;3;257655;0;;
7091;3;412421;3;928193;0;3;248548;0;;
7093;3;43979;3;924697;0;3;185271;0;;
7095;3;572598;3;921909;0;3;182009;0;;
7097;3;815269;3;926002;0;3;205237;0;;
7099;4;3844;3;929282;0;3;174666;0;;
7101;4;175461;3;928597;0;3;80925;0;;
7103;4;235939;3;927406;0;3;70956;0;;
7105;4;250316;3;905972;0;3;54553;0;;
7107;4;264484;3;885639;0;3;28625;0;;
7109;4;278327;3;865306;0;2;98679;0;;
7111;4;321383;3;84497;0;2;94004;0;;
7113;4;388079;3;844489;0;2;920888;0;;
7115;4;466929;3;812054;0;2;913007;0;;
7117;4;53581;3;739623;0;2;870724;0;;
7119;4;648635;3;709117;0;2;86937;0;;
7121;4;762884;3;678612;0;2;865104;0;;
7123;4;775187;3;602772;0;2;862144;0;;
7125;4;783703;3;566189;0;2;824483;0;;
7127;4;789816;3;528244;0;2;820875;0;;
7129;4;793528;3;455019;0;2;814062;0;;
7131;4;795815;3;435065;0;2;798938;0;;
7133;4;799173;3;387387;0;2;786357;0;;
7135;4;803602;3;383674;0;2;759605;0;;
7137;4;808097;3;38056;0;2;738816;0;;
7139;4;812593;3;373838;0;2;695903;0;;
7141;4;817088;3;254915;0;2;689969;0;;
7143;4;843983;3;228793;0;2;678314;0;;
7145;5;100964;3;217058;0;2;663789;0;;
7147;5;33994;3;205691;0;2;62315;0;;
7149;5;601975;3;194224;0;2;61114;0;;
7151;5;659636;3;183537;0;2;592278;0;;
7153;5;639338;3;172354;0;2;59096;0;;
7155;5;61904;3;16117;0;2;568036;0;;
7157;5;530353;3;75021;0;2;551938;0;;
7159;5;440708;2;952912;0;2;513452;0;;
7161;5;422276;2;947359;0;2;468966;0;;
7163;5;403845;2;941806;0;2;437414;0;;
7165;5;385413;2;936252;0;2;429146;0;;
7167;5;366982;2;9222;0;2;394058;0;;
7169;5;346249;2;916571;0;2;36891;0;;
7171;5;323214;2;912173;0;2;255527;0;;
7173;5;287276;2;905659;0;2;221112;0;;
7175;5;251344;2;90032;0;2;193292;0;;
7177;5;215417;2;894988;0;2;176508;0;;
7179;5;183422;2;890438;0;2;135717;0;;
7181;5;152452;2;885874;0;2;97262;0;;
7183;5;121483;2;881297;0;2;81321;0;;
7185;5;90514;2;876684;0;2;53736;0;;
7187;5;59545;2;8552;0;2;52408;0;;
7189;5;28575;2;845164;0;2;32292;0;;
7191;5;15205;2;835128;0;2;3041;0;;
7193;5;1293;2;825092;0;2;28529;0;;
7195;4;986838;2;815055;0;2;26647;0;;
7197;4;972383;2;805019;0;2;24766;0;;
7199;4;958581;2;759651;0;2;23086;0;;
7201;4;945432;2;711523;0;2;12033;0;;
7203;4;932282;2;663395;0;2;979;0;;
7205;4;919132;2;615268;0;1;989925;0;;
7207;4;905982;2;56714;0;1;978871;0;;
7209;4;892832;2;544449;0;1;967818;0;;
7211;4;879683;2;53396;0;1;956764;0;;
7213;4;866533;2;527404;0;1;94571;0;;
7215;4;853383;2;520848;0;1;934656;0;;
7217;4;814081;2;514292;0;1;929472;0;;
7219;4;748626;2;507736;0;1;909669;0;;
7221;4;68599;2;504386;0;1;879833;0;;
7223;4;634686;2;501037;0;1;854919;0;;
7225;4;594716;2;497687;0;1;84127;0;;
7227;4;554746;2;466027;0;1;834212;0;;
7229;4;514776;2;461554;0;1;783934;0;;
7231;4;474806;2;433123;0;1;7563;0;;
7233;4;31126;2;38039;0;1;715115;0;;
7235;3;746787;2;325912;0;1;667628;0;;
7237;3;621791;2;275683;0;1;648659;0;;
7239;3;496796;2;221087;0;1;628261;0;;
7241;3;411451;2;183589;0;1;587047;0;;
7243;3;365755;2;163688;0;1;561405;0;;
7245;3;321778;2;1315;0;1;513635;0;;
7247;3;264948;2;80418;0;1;429181;0;;
7249;3;188041;1;98798;0;1;343259;0;;
7251;3;18395;1;983262;0;1;291014;0;;
7253;3;179974;1;979374;0;1;258439;0;;
7255;3;176111;1;960457;0;1;234031;0;;
7257;3;172215;1;924267;0;1;226552;0;;
7259;3;168251;1;921242;0;1;219073;0;;
7261;3;164305;1;893871;0;1;211594;0;;
7263;3;158462;1;78362;0;1;197238;0;;
7265;3;151185;1;783538;0;1;176004;0;;
7267;3;141089;1;777703;0;1;145602;0;;
7269;3;131992;1;696701;0;1;79448;0;;
7271;3;124081;1;620912;0;1;65143;0;;
7273;3;116052;1;600207;0;1;54554;0;;
7275;3;105679;1;592761;0;1;54554;0;;
7277;3;90424;1;585152;0;1;22199;0;;
7279;3;45917;1;562024;0;0;9945397;0;;
7281;3;14637;1;429011;0;0;9863734;0;;
7283;2;975319;1;259403;0;0;9678022;0;;
7285;2;926687;1;142596;0;0;9602287;0;;
7287;2;893408;1;141897;0;0;9522204;0;;
7289;2;858001;1;141073;0;0;928032;0;;
7291;2;820466;1;91496;0;0;9138502;0;;
7293;2;782932;1;7925;0;0;9030957;0;;
7295;2;641513;1;59771;0;0;8787235;0;;
7297;2;390232;1;53692;0;0;8664165;0;;
7299;2;149732;1;50948;0;0;8601979;0;;
7301;2;5682;0;998185;0;0;8262721;0;;
7303;1;94001;0;9618061;0;0;8014947;0;;
7305;1;920171;0;9500336;0;0;7500693;0;;
7307;1;90054;0;94931;0;0;7219782;0;;
7309;1;881119;0;9174017;0;0;7020743;0;;
7311;1;832368;0;8676115;0;0;6364653;0;;
7313;1;755042;0;8350997;0;0;501655;0;;
7315;1;668031;0;8018976;0;0;420625;0;;
7317;1;564232;0;743549;0;0;397826;0;;
7319;1;435284;0;7420218;0;0;3303031;0;;
7321;1;304915;0;7404945;0;0;2780399;0;;
7323;1;281016;0;7392254;0;0;2729909;0;;
7325;1;257118;0;7379563;0;0;2727689;0;;
7327;1;23322;0;7366872;0;0;2685938;0;;
7329;1;209321;0;7354181;0;0;2588329;0;;
7331;1;185423;0;7218454;0;0;2482987;0;;
7333;1;161525;0;7027355;0;0;2482987;0;;
7335;1;137626;0;6836258;0;0;2383592;0;;
7337;1;113728;0;6645159;0;0;2275663;0;;
7339;1;89829;0;6454061;0;0;2167735;0;;
7341;1;65931;0;6264452;0;0;2059806;0;;
7343;1;15186;0;5685493;0;0;1901502;0;;
7345;0;735357;0;4144597;0;0;1642351;0;;
7347;0;4745326;0;3369321;0;0;1514525;0;;
7349;0;1889387;0;183019;0;0;116136;0;;
7351;0;1084947;0;1539775;0;0;9872404;0;;
7353;0;1084947;0;1539775;0;0;9872404;0;;
7355;0;1084947;0;1539775;0;0;9872404;0;;
7357;0;1084947;0;1539775;0;0;9872404;0;;
7359;0;1084947;0;1539775;0;0;9872404;0;;
7361;0;1084947;0;1539775;0;0;9872404;0;;
7363;0;1084947;0;1539775;0;0;9872404;0;;
7365;0;1084947;0;1539775;0;0;9872404;0;;
7367;0;1084947;0;1539775;0;0;9872404;0;;
7369;0;1084947;0;1539775;0;0;9872404;0;;
7371;0;1084947;0;1539775;0;0;9872404;0;;
7373;0;1084947;0;1539775;0;0;9872404;0;;
7375;0;1084947;0;1539775;0;0;9872404;0;;
7377;0;1084947;0;1539775;0;0;9872404;0;;
7379;0;1084947;0;1539775;0;0;9872404;0;;
7381;0;1084947;0;1539775;0;0;9872404;0;;
7383;0;1084947;0;1539775;0;0;9872404;0;;
7385;0;1084947;0;1539775;0;0;9872404;0;;
7387;0;1084947;0;1539775;0;0;9872404;0;;
7389;0;1084947;0;1539775;0;0;9872404;0;;
7391;0;1084947;0;1539775;0;0;9872404;0;;
7393;0;1084947;0;1539775;0;0;9872404;0;;
7395;0;1084947;0;1539775;0;0;9872404;0;;
7397;0;1084947;0;1539775;0;0;9872404;0;;
7399;0;1084947;0;1539775;0;0;9872404;0;;
7401;0;1084947;0;1539775;0;0;9872404;0;;
7403;0;1084947;0;1539775;0;0;9872404;0;;
7405;0;1084947;0;1539775;0;0;9872404;0;;
7407;0;1084947;0;1539775;0;0;9872404;0;;
7409;0;1084947;0;1539775;0;0;9872404;0;;
7411;0;1084947;0;1539775;0;0;9872404;0;;
7413;0;1084947;0;1539775;0;0;9872404;0;;
7415;0;1084947;0;1539775;0;0;9872404;0;;
7417;0;1084947;0;1539775;0;0;9872404;0;;
7419;0;1084947;0;1539775;0;0;9872404;0;;
7421;0;1084947;0;1539775;0;0;9872404;0;;
7423;0;1084947;0;1539775;0;0;9872404;0;;
7425;0;1084947;0;1539775;0;0;9872404;0;;
